,PRON,PROPN
0,0.5128198559565214,0.5129418161033394
1,0.49389678159106376,0.49561582838668794
2,0.49541304078061205,0.49641541576982806
3,0.49535106448643224,0.4862111869661299
4,0.4843364213824918,0.5016658817063413
5,0.5153209165617559,0.49839029092111276
6,0.5049899349561551,0.5092189425825252
7,0.4882351597976717,0.4796868876017412
8,0.4966678607913483,0.49847542857080435
9,0.5091650840779625,0.5152502269876502
10,0.5126549443614502,0.5114990935411086
11,0.4903893685032278,0.4879602070417083
12,0.515863993465047,0.5078810172496476
13,0.5105080159540731,0.49662606241135004
14,0.5042303583805168,0.4877623177037277
15,0.48958481090571054,0.4993893747179178
16,0.5120256514174699,0.505848626886739
17,0.5093121199710191,0.5187158177592928
18,0.4990850371498011,0.49022635307708207
19,0.5067438491689418,0.49101931394375764
20,0.5041460490425146,0.4871152083818598
21,0.5145722653789756,0.5054590485344521
22,0.5050263800508562,0.500713910193709
23,0.48343766485107764,0.47609731706968245
24,0.4887162699996205,0.48313313879976727
25,0.4936428228060065,0.5007349317038619
26,0.5130319196299767,0.5064953930007462
27,0.5014892975327534,0.5085347137068577
28,0.4961995274228566,0.4838550163958576
29,0.4925177730265234,0.47969452448726474
30,0.4984810811159145,0.4951495396236608
31,0.519691171400397,0.5045365100047052
32,0.4985044030711327,0.506900622824847
33,0.48716470937438344,0.5099582285166658
34,0.5044123522489585,0.5053985269321256
35,0.5260245679730202,0.5191302147330527
36,0.5038063350401608,0.5056048878931432
37,0.4939269306632087,0.503962136721307
38,0.5033667388066411,0.4879969472653355
39,0.5150623417170327,0.49511553872889225
40,0.4928230112886493,0.5009269737024614
41,0.5182773523790356,0.5187691095750087
42,0.5266629342496264,0.5169422169783825
43,0.5056256639368113,0.5167720007965819
44,0.5188470175987352,0.4958698397487569
45,0.521260698102276,0.5207039412847841
46,0.5108265466073016,0.5028493381887597
47,0.4930650460389191,0.5142172838019053
48,0.501816972822307,0.5042411604893475
49,0.5117997268051659,0.5188172574496003
50,0.5151012349130598,0.5075440705284879
51,0.5241174248414028,0.5247528966054958
52,0.523372122660502,0.5209451983496795
53,0.539251623934293,0.5402220053414756
54,0.5256867487167308,0.5341294107935964
55,0.5131628248683289,0.5026258030191864
56,0.5066317496788602,0.5019956429102292
57,0.5155280419204615,0.4975927749253544
58,0.5161877754624615,0.5175946016724291
59,0.5053754700421558,0.5096209328044037
60,0.5189583841776673,0.5162965337075514
61,0.5225776048625204,0.5334699603550513
62,0.5116372831626276,0.5288671392181068
63,0.5083780628071441,0.49156667485224875
64,0.5134522331125255,0.5097356468476073
65,0.5076978267091439,0.5147929460138418
66,0.5014788503359632,0.5066181162141886
67,0.4975203306422532,0.5103959962360093
68,0.516429138599355,0.5087238187825042
69,0.5212622521649106,0.5310681810287234
70,0.5190145330754705,0.5301048690608884
71,0.5274764671400516,0.5328019212057725
72,0.5436935211131745,0.5345635347034257
73,0.5398882430981461,0.5412605870273147
74,0.5385401792604835,0.539127742603734
75,0.5289002952776378,0.5201477072769393
76,0.5440506434076798,0.5352783292741401
77,0.5273707675184354,0.5220297599058716
78,0.5329280986898645,0.5269482580334139
79,0.5367178754826183,0.5401616538628448
80,0.5459903008425853,0.5411983014903451
81,0.538368601515382,0.5297026855823471
82,0.529153267469186,0.5337182441046138
83,0.5313706495081738,0.5396389830593427
84,0.5336275944058684,0.52067615971577
85,0.5476229855477156,0.5456739458816351
86,0.5514366369165694,0.564252873642354
87,0.561573483747374,0.5512888802296319
88,0.5484187664561915,0.5457782205767339
89,0.5389735500637158,0.5385180947583617
90,0.5397398330425831,0.5346108496764532
91,0.5257078974582028,0.5336519372409578
92,0.5305622549133275,0.5331842888194276
93,0.5199783846289437,0.5195404950254849
94,0.5327197917827331,0.5276712520476119
95,0.5432404927727745,0.5444806965808244
96,0.5265098508527647,0.5280179006617516
97,0.5364835118583352,0.5435680794777517
98,0.5411231277466153,0.5474226567832716
99,0.5403183810233221,0.5418701754797122
100,0.5396448323723698,0.5295024180927269
101,0.5386615813015199,0.5479553288313641
102,0.5338052704417356,0.5391920184479538
103,0.5355567075222405,0.542125061993139
104,0.5414684273966593,0.5533285102703306
105,0.5284473704389063,0.5387012426818812
106,0.5294475418753063,0.5386049814485536
107,0.5384193806272893,0.537004967767974
108,0.5384930767986419,0.5409564485220523
109,0.5312258405762929,0.539877510388217
110,0.529724095533573,0.527823970342912
111,0.5272245102287278,0.5359800888539104
112,0.5290844976559603,0.5217366776966857
113,0.5276135307047269,0.5187868908862554
114,0.5556027848585771,0.559454028217006
115,0.5516811252071663,0.549862227804611
116,0.5390263792659876,0.5426625629333748
117,0.5638492752202721,0.5452130561649533
118,0.547960554334557,0.5596109022305156
119,0.5383912026996687,0.546169858497476
120,0.5449770475067242,0.534539376059997
121,0.5209674728037548,0.5386453956601195
122,0.5425312850431177,0.5369854042084853
123,0.55142039823917,0.5450914328001717
124,0.5530326458169601,0.5569203245854549
125,0.5569357295121637,0.5442543334748666
126,0.5522950908162653,0.5504350711451651
127,0.5312170060777832,0.53402473794984
128,0.5272461640629318,0.5279589903348445
129,0.5230844728430991,0.5293668135343867
130,0.5364715844499901,0.5325731602117152
131,0.5286144415928472,0.5292323754696842
132,0.5338705679690545,0.5235199250625888
133,0.5288856780881285,0.5410962258729348
134,0.5356047892567416,0.5541985723067062
135,0.5521492269017461,0.5670201768217915
136,0.545803990082493,0.5479626410980185
137,0.5613312275356628,0.558806754003899
138,0.5692627119005034,0.5782519208257308
139,0.5579196560059856,0.5605355043907565
140,0.5562644585634489,0.5629791809400286
141,0.5589545880761194,0.5559068619972185
142,0.5620838490745739,0.5537464791302724
143,0.5587497031498712,0.5494609016228161
144,0.5441472260010658,0.5524840613167935
145,0.5614882280231626,0.562223889998996
146,0.5555567077287848,0.5636752523343137
147,0.5635525389891015,0.5613278824810755
148,0.5543157333496659,0.5450226320741416
149,0.5427431105250392,0.5451248110325746
150,0.5641235326561579,0.561688458220053
151,0.5817490850682002,0.5875754000015899
152,0.5726745699530921,0.580654202789208
153,0.5703867147066792,0.5659763489783242
154,0.5608746913378293,0.5595159137923174
155,0.5661916823176794,0.5684110907862292
156,0.5817717883771932,0.5651200243902256
157,0.5794808211959153,0.5743581656601715
158,0.5991434934692788,0.6018099720933799
159,0.5948472655253926,0.5893116820969982
160,0.5784424114238229,0.5774929631717105
161,0.5663193275747668,0.5618156295496556
162,0.5900051802470312,0.5688519540775353
163,0.5878005252872613,0.5854731906031098
164,0.5738493599493543,0.5767140001598378
165,0.5762727310318345,0.5610840333993413
166,0.5689432212291387,0.578911341544839
167,0.5733528819986795,0.5716588626638152
168,0.5640494292940952,0.5516834893367395
169,0.5486252202933184,0.5508803076917795
170,0.5410048981579384,0.5495698553047593
171,0.5562933573308493,0.5532934511800118
172,0.5542986611969684,0.5573609599894955
173,0.5555988140205095,0.551008279724977
174,0.562658017488927,0.556886864400844
175,0.5461134922002703,0.5622196984797656
176,0.5510312936537219,0.5498493071933375
177,0.5630039172650532,0.556138997558756
178,0.55017551565082,0.5597375089367149
179,0.5673413920237274,0.5724917491499232
180,0.5776009570191123,0.5765943237509423
181,0.5849530835428197,0.5815272473030403
182,0.5886284781632409,0.5908342249164418
183,0.5739654857461357,0.58245212657695
184,0.571396605982468,0.5775579636882548
185,0.5878202186483992,0.5756753336760685
186,0.5878065469959722,0.5827847185858943
187,0.5866741810025428,0.5703525508025203
188,0.5834355171799827,0.578552100334802
189,0.5616273009201174,0.5722045941209841
190,0.5608297806557758,0.5686973503077171
191,0.566710939608617,0.5696166215123999
192,0.5782817935644857,0.576395394691656
193,0.581149435438101,0.5845445731748167
194,0.5901174335897036,0.5861549110206026
195,0.5985110812695835,0.589226272520196
196,0.5844351501552635,0.5818795875221215
197,0.5758580459975551,0.5788908620070593
198,0.5841013327186941,0.5849374254615867
199,0.5806399457212466,0.5734250078362927
200,0.5818117367853521,0.5790685893347731
201,0.5738699022307175,0.5745003010360945
202,0.5803336405887075,0.576728282495058
203,0.5699099983685751,0.5726581140139865
204,0.5737699646915647,0.5717507508483786
205,0.5807441454177971,0.5815482242455123
206,0.6075858300093003,0.6045847723966642
