ADLER,ANGEL,DOCTOR,DORAN,HOLMES,LESTRADE,MCCARTHY,RYDER,SIMON,STONER,TURNER,WATSON,WILSON
0.47354064715869365,0.5304405520169851,0.5055167996398068,0.45317535545023696,0.4882592412821684,0.4502544572781623,0.5101108485823447,0.48973999369082777,0.4955559231601391,0.4500242013552759,0.5110656995932151,0.5008086419296133,0.4489233295967048
0.46471878224974206,0.5279024319629415,0.4975299245398647,0.4538482473839801,0.4828158013076747,0.5056972585506386,0.5136396262037223,0.5043955166870004,0.49972429656237205,0.41654565989028725,0.4722714713331798,0.5078136901461789,0.44406571252291943
0.490144062718466,0.530913433700058,0.5043152620289995,0.48727417765473224,0.4889272356098675,0.494241930150622,0.4962072971825636,0.5087454248999463,0.4979269727237399,0.4396418199419168,0.47132934223654915,0.5174367433957663,0.5059764331708335
0.5100515163620627,0.5299411310557808,0.5000634268924664,0.5009807141851625,0.49229798971181665,0.5045551463461911,0.487562699689434,0.495271921523019,0.4903490668095073,0.5116287512100678,0.5127484841507407,0.5114957284770921,0.5038365616065764
0.48675888012250734,0.5323537927041112,0.4807383247617695,0.47540800525550186,0.48686064674699253,0.5337369683287155,0.5004496503340259,0.4953859427081552,0.4781511590047368,0.46559172313649566,0.5093445391050733,0.5025881996330624,0.4969824552256315
0.48277655714238155,0.5421685002895194,0.4785630503511259,0.45899770071793905,0.49067380581886705,0.5644960833722906,0.4942124974864267,0.49478923183927576,0.4822197540200187,0.42745845434010976,0.4943395502340932,0.5076066107987497,0.5196325069301425
0.49696852425180593,0.5544151708164446,0.4860425103113367,0.4837182675613533,0.4962353195903761,0.5706095192486764,0.47458218826105414,0.5118391997233086,0.4899328859060403,0.45856324620845434,0.4804685701128253,0.5069049176572253,0.5126111212492506
0.4736446785845068,0.5593008106543138,0.4954314770693917,0.4867420580920651,0.4968659883222933,0.5687870806395828,0.4714074055455013,0.4840560376117883,0.5284762264864353,0.5040275088738302,0.45931575715711104,0.5110963750789453,0.4785339381457633
0.44865633010419786,0.5544513607411696,0.5076407072009177,0.4723269672938858,0.4929500723313537,0.5500476988624488,0.4913602900105012,0.4642543584598018,0.5223280398273309,0.5061350435624395,0.4702509785862307,0.5082188877403961,0.4643651641944089
0.4525013316022504,0.5493895966029724,0.5139632963760018,0.47013748768241753,0.4860677380748439,0.5063395778935726,0.5009879739482093,0.4975865515812838,0.5178655827582948,0.45410616327847697,0.5134661140532658,0.49903064267844965,0.4505374662182713
