ADLER,ANGEL,DOCTOR,DORAN,HOLMES,LESTRADE,MCCARTHY,RYDER,SIMON,STONER,TURNER,WATSON,WILSON
0.5004873952416721,0.5114789359177215,0.4902163479288193,0.48980434236219866,0.5108807429482535,0.4951778883981085,0.5027474892136546,0.520599141523912,0.49984557532673013,0.4925925925925926,0.5598304081266992,0.5071197373323398,0.5367407617159847
0.5053043793833922,0.541838904272152,0.4863858985160219,0.4989685439746341,0.5030912203907985,0.49105689156870536,0.45441598223553115,0.5036321640296961,0.4724961529291923,0.46433919055797773,0.5024207935061191,0.5002031299898871,0.5218919831407443
0.5150839332585009,0.5028579905063291,0.49522821947851403,0.5061607022021152,0.5012331003892185,0.5012581115084096,0.47002354370775423,0.4623774022918663,0.4789765707969397,0.44767912978376717,0.487294242289685,0.4991107605253353,0.4901904834511376
0.5228801471891431,0.47282683939873416,0.5014183027788645,0.4941428378090985,0.5012085898161848,0.46311552034401365,0.4809136839212027,0.4497884970436327,0.5101310713279438,0.4841106266789976,0.5069780395272928,0.4996374015328933,0.4784260338274213
0.4797614928219973,0.4871291534810126,0.5021791643181163,0.48607582700152735,0.49651567373086364,0.4701403008561391,0.49736896353437704,0.45306620860501534,0.5120180324671102,0.4668274100497644,0.47002150085302297,0.4996313720859059,0.48779664339624695
0.4640909973246011,0.5046627768987342,0.4899613515359176,0.4878148985944357,0.5013456616832144,0.5208601120225603,0.5109404101885304,0.4890333964336629,0.5069328550683803,0.4034592856828291,0.47354460258477643,0.4998488480013839,0.5008244480989773
0.4840889717859343,0.49150019778481013,0.4932671321115215,0.47270846625292423,0.5061202276392149,0.549629188186995,0.5131718184349763,0.4888970685612346,0.5074895966535902,0.415017395516801,0.4945196195283834,0.49970227006599965,0.5172045001579193
0.5145395697418282,0.5302857990506329,0.5129926624329316,0.4789107360361928,0.505609096326396,0.5652523623672752,0.5218768421775941,0.4727539009246925,0.5025791629640868,0.41396705861628574,0.5278264663036449,0.49314160800777096,0.5289232076149817
0.5056166499278401,0.5317098496835443,0.5131917063799089,0.4883939446667827,0.5022238271183419,0.48041552735516135,0.5027764215734141,0.48565051765640704,0.48184020026441843,0.4261593341260404,0.499491691789946,0.49609582911965083,0.5313932846142955
0.44336509490492626,0.5116000791139241,0.49736817122182264,0.482566749801829,0.5084963481587954,0.4581746087390062,0.5227679588581844,0.4803415207958432,0.47611023212466674,0.4323336416083146,0.4902136063006848,0.5036361723573557,0.5265359021553273
0.43472068665760794,0.5078792523734177,0.49620463552255684,0.46462695512634616,0.5044143229797238,0.46003840550920416,0.5190515972470859,0.48010976341271516,0.44698357138212785,0.44820319725194874,0.46445348103484535,0.4970840346896956,0.534159596597654
0.46281870584958684,0.4802141020569621,0.5118671927419588,0.48118245268062565,0.4883680157941761,0.50583483293993,0.4883963154639846,0.49107441943801755,0.4444193090444093,0.4530144889241203,0.5025785443299291,0.4941158834761549,0.508188936930265
0.4908323275971203,0.5247774920886076,0.5178375938980647,0.49135297643214826,0.48416921412701996,0.5208912726791153,0.48135634902552193,0.5416189519113167,0.4666876178504086,0.4742282115647157,0.5219663153302639,0.49598729907387695,0.4993781243533473
