,NOUN,PRON,PROPN
0,0.49485517776595656,0.5069580804697,0.5011891388925318
1,0.5158203952342725,0.5096496586413001,0.5198487218190714
2,0.5158886707356612,0.5151823883665319,0.5192850478638804
3,0.5065373020808119,0.49630766862033643,0.5018970093039414
4,0.49554539019012883,0.4996808418519766,0.5131328043445176
5,0.5054188031167653,0.5058103940529083,0.49860869374894845
6,0.500581793114639,0.5018629594317625,0.5065875348540676
7,0.4915647980245036,0.49976501118417394,0.5121008859934006
8,0.49936663560251693,0.49567699545608496,0.5303892827342873
9,0.504339418032651,0.5042529863053076,0.5225713129005789
10,0.48989753367647115,0.4983096039651804,0.5047331256500774
11,0.505449596762231,0.49313562827027135,0.4878394617067031
12,0.4997923659332722,0.4883147725636097,0.5074141794901166
13,0.48900874466800437,0.49024376704010253,0.5143151006006854
14,0.5001880490192423,0.5012122879994418,0.5023179517539831
15,0.49579625980503056,0.5012075410225391,0.5108796838800493
16,0.49658379163984073,0.4971434910488606,0.5038801083319605
17,0.496938980962606,0.4987073878316939,0.5036781585162186
18,0.49333798510294746,0.4843669337115638,0.4837924168150486
19,0.48622262338833167,0.4900837492012771,0.4733462506182861
20,0.4920247614076361,0.4939730179344216,0.4869943789973564
21,0.4973454009746968,0.5056628228364048,0.5082864441895742
22,0.5055973720954718,0.5002952966769338,0.5085534792669063
23,0.4947721115751668,0.48456782258107295,0.48086967855664964
24,0.49769677828486864,0.49843350580436063,0.4769971326980671
25,0.4941678413565046,0.4844274669012445,0.47721030077680754
26,0.491596865668315,0.48708013142380346,0.48101960071601113
27,0.4967418528633848,0.5015353967700492,0.48326383139890394
28,0.4808612680935901,0.4858275462541378,0.5038756364459671
29,0.47822043576824236,0.4854779380497544,0.5138544172656587
30,0.49028054409207933,0.4876908251020204,0.5069186389884622
31,0.5075264320501564,0.4917240835167549,0.5019614159222947
32,0.5086859531444995,0.4940107659411056,0.4943732582031356
33,0.5045914485234486,0.500770861559811,0.5008297377532459
34,0.47960924372403274,0.491116606371974,0.5089654174824468
35,0.4948279692829173,0.49497121923948795,0.49319778071876896
36,0.489228069227112,0.5037297229842693,0.5037702848995368
37,0.4969536148620892,0.49239758566815894,0.5159696039929613
38,0.48631895332316144,0.49474176165397116,0.5154957890767966
39,0.5066028595143296,0.48706095871122235,0.4945819337779124
40,0.5056413515830548,0.49309517041478285,0.5187189354225941
41,0.5027863526950291,0.49282790619031297,0.5069819019629926
42,0.4880944062901279,0.4876653407619857,0.48574399642648836
43,0.49945488805415633,0.49452785317870074,0.5098453897611008
44,0.5097271583587762,0.49529000140521157,0.47947403466831184
45,0.49756165545162406,0.488322706284814,0.5008423610318437
46,0.5033696677565486,0.4902337533514694,0.5217860590509467
47,0.5067072346756224,0.5051643729182984,0.5253200082510673
48,0.5130773319718419,0.49970895973346324,0.5123873994239381
49,0.502869690890937,0.5065495154887724,0.5131493477781232
50,0.5135068568729948,0.50864717434259,0.49514831324088926
51,0.49610581606891085,0.501413806747042,0.48651811596072764
52,0.5009253248784897,0.5074904787114038,0.5138204463133687
53,0.4960605131141055,0.4838543002336856,0.5011444295826404
54,0.4904643343187661,0.48250789932426336,0.5085077249969541
55,0.500888645162559,0.4951178286667018,0.5076171438238444
56,0.5008686525099771,0.4930334153286138,0.5287539371679959
57,0.508817712988622,0.5013664534049497,0.5332250720600175
58,0.5041735758119756,0.4997879249015866,0.5484847269158672
59,0.5029532094777208,0.4950571982591348,0.5306199855535911
60,0.47203357982400007,0.4854075668843034,0.5067632924476871
61,0.4787468983439721,0.49883435416114635,0.4942980652450741
62,0.4846455157097932,0.4954563744860154,0.4911870136182833
63,0.5100223389791199,0.5022300825960455,0.5009950871930174
64,0.5006800027953165,0.5041931750086059,0.5085255039698152
65,0.5073697677065055,0.5060760252553607,0.5035160787323806
66,0.5092124377499492,0.5117321550983547,0.516093170546488
67,0.5105579174064926,0.5066745510263982,0.5101831154262626
68,0.5073029906113423,0.5074027609871273,0.5313786633874902
69,0.514289025054498,0.5093272415869403,0.5412008321488753
70,0.5195700528835805,0.5183191189615652,0.5353895840349345
71,0.5200331378647352,0.516065963263592,0.5270132506383223
72,0.5254415920875608,0.49899272558614705,0.48693073733100345
73,0.5018274715043824,0.5000630272815892,0.491144020975787
74,0.49761643009159623,0.5090169538475733,0.5102975473756266
75,0.5055315930135127,0.515294586833625,0.51430782888707
76,0.5137804799143135,0.4951686819742321,0.49490738877815055
77,0.5233923692986031,0.5101038022394404,0.48601506111537474
78,0.5303384095396121,0.5061145644232194,0.5032937621355097
79,0.5167612337827956,0.5122476954458852,0.5257941887672757
80,0.5038379843980679,0.5064585609873247,0.5118416133921924
81,0.49974957956044486,0.5114442079221556,0.5211605910778309
82,0.5113039787352379,0.5134461613789508,0.517167300481629
83,0.5136054549219888,0.5048811680317051,0.5408309780991449
84,0.5162452574441981,0.5144301662021531,0.5274641879135485
85,0.5057137494182561,0.5057951385868615,0.5048051683593473
86,0.5057020833643813,0.49420094283629207,0.5001508560817431
87,0.5086949003532595,0.5117895387596223,0.5465923707378904
88,0.5159635448389108,0.5031463407721203,0.5231863023278185
89,0.523465852299917,0.5153450070999677,0.5177330548279816
90,0.5219376027577776,0.5201922793406177,0.5329587055066728
91,0.5134447546369418,0.5215216413119017,0.5241060452799976
92,0.5117233815356649,0.5164942517489653,0.5105902850720699
93,0.5189451364911528,0.5021032429944122,0.5046303107464606
94,0.5138242312518566,0.4932095618962612,0.525896931971795
95,0.5093213320033587,0.49671406683179936,0.5087474478620859
