Doran,Stoner,Sutherland
0.6246428571428572,0.6188492063492064,0.5693452380952382
0.6077380952380953,0.5224206349206348,0.5196428571428571
0.4602380952380953,0.5152777777777778,0.48035714285714287
0.574404761904762,0.45833333333333337,0.49940476190476185
0.5564285714285715,0.43115079365079356,0.5318452380952381
0.5782142857142858,0.5736111111111111,0.6276785714285715
0.5446428571428571,0.5845238095238094,0.7
0.5553571428571429,0.4829365079365079,0.5636904761904762
0.6238095238095238,0.6027777777777779,0.5026785714285714
0.6541666666666666,0.6140873015873016,0.48273809523809524
0.5652380952380952,0.5452380952380953,0.6095238095238095
0.5547619047619048,0.42321428571428565,0.5660714285714286
0.5545238095238096,0.4878968253968255,0.5354166666666667
0.5960714285714286,0.5918650793650795,0.5273809523809524
0.5953571428571428,0.6343253968253968,0.68125
0.5872619047619049,0.55,0.6922619047619047
0.6029761904761906,0.46686507936507937,0.568154761904762
0.6927380952380953,0.5319444444444444,0.5544642857142856
0.6452380952380953,0.513888888888889,0.7050595238095237
0.5538095238095238,0.32857142857142857,0.6282738095238095
0.3891666666666667,0.3057539682539683,0.5270833333333332
0.5723809523809524,0.41686507936507944,0.44226190476190474
0.5199999999999999,0.42599206349206353,0.40654761904761905
0.4482142857142858,0.468452380952381,0.48154761904761906
0.44309523809523804,0.4736111111111111,0.3639880952380952
0.48797619047619045,0.5565476190476191,0.45625
0.5536904761904762,0.5156746031746031,0.5803571428571427
0.45904761904761904,0.5410714285714286,0.6273809523809524
0.5416666666666666,0.516468253968254,0.5666666666666667
0.5025,0.4386904761904762,0.3011904761904762
0.4590476190476191,0.5037698412698413,0.42440476190476184
0.6165476190476191,0.5878968253968254,0.5601190476190477
0.5742857142857144,0.6101190476190477,0.7339285714285714
0.5611904761904762,0.5339285714285714,0.6452380952380953
0.594404761904762,0.4962301587301587,0.41130952380952374
0.6004761904761905,0.5095238095238095,0.6330357142857143
0.5389285714285714,0.5537698412698413,0.5842261904761905
0.4602380952380952,0.4962301587301587,0.5166666666666666
0.5254761904761904,0.3783730158730158,0.524702380952381
