Adler,Clair,Doran
0.5547619047619048,0.5351879699248121,0.5954260651629073
0.6083333333333334,0.6205513784461154,0.6190162907268171
0.5142857142857143,0.5685087719298245,0.6059419381787803
0.3059523809523809,0.6536716791979951,0.5843149540517961
0.39285714285714285,0.6105889724310776,0.5469611528822055
0.5166666666666666,0.48993734335839595,0.5278404344193819
0.49285714285714277,0.4810401002506266,0.5491228070175439
0.4416666666666667,0.5362781954887218,0.48813700918964076
0.455952380952381,0.6930200501253132,0.5425229741019215
0.569047619047619,0.7423308270676692,0.6435568086883876
0.46190476190476193,0.5582706766917294,0.6076858813700919
0.4726190476190476,0.5415288220551379,0.5352548036758564
0.425,0.6154260651629073,0.5712301587301587
0.4726190476190476,0.5279448621553884,0.4776002506265664
0.3976190476190476,0.5771679197994988,0.49714912280701756
0.47023809523809523,0.5433959899749374,0.5568713450292397
0.4392857142857142,0.5352255639097743,0.5168233082706767
0.3357142857142857,0.5127443609022556,0.4573725981620719
0.5273809523809524,0.48120300751879697,0.4931286549707602
0.45595238095238094,0.5195363408521303,0.48051378446115284
0.5226190476190476,0.4775438596491227,0.5180973266499583
0.4642857142857143,0.6063157894736841,0.4851190476190476
0.4797619047619047,0.5894110275689224,0.4354949874686717
0.4404761904761905,0.519047619047619,0.5051378446115289
0.5202380952380953,0.5943609022556391,0.43583959899749375
0.5440476190476191,0.6347744360902257,0.47634711779448624
0.4821428571428571,0.5288345864661654,0.5620822890559733
0.4154761904761905,0.5317293233082707,0.5816416040100252
0.4523809523809524,0.580062656641604,0.533719715956558
0.38095238095238093,0.487092731829574,0.4985693400167085
0.36190476190476195,0.5264411027568923,0.4552736006683375
0.3380952380952381,0.5038847117794487,0.5232038429406851
0.39761904761904765,0.5670927318295739,0.5531746031746032
0.27142857142857146,0.6134711779448623,0.5498224728487886
0.35952380952380947,0.5500250626566416,0.5590852130325815
0.40714285714285714,0.5194486215538847,0.45782163742690063
0.4321428571428571,0.47192982456140353,0.6078007518796993
0.41785714285714287,0.5268421052631578,0.6495718462823726
0.3357142857142857,0.5619298245614035,0.5202172096908939
0.33809523809523806,0.5830701754385965,0.4219402673350041
0.3380952380952381,0.46903508771929825,0.41904761904761906
0.3571428571428571,0.4321679197994987,0.4461466165413534
0.27261904761904765,0.4867293233082706,0.5126670843776107
0.2785714285714286,0.4722556390977443,0.5394110275689223
0.44404761904761897,0.4194110275689223,0.44983291562238936
0.4404761904761905,0.4629072681704261,0.3949874686716792
0.5380952380952382,0.4953884711779448,0.46706349206349207
0.5011904761904762,0.5563157894736841,0.4659252297410192
0.5666666666666667,0.44124060150375943,0.5570384294068506
0.4595238095238095,0.3347368421052631,0.4219611528822055
0.45357142857142846,0.4360025062656641,0.4519214703425229
0.530952380952381,0.36852130325814536,0.5535296574770259
0.5011904761904763,0.4954636591478697,0.5579156223893066
0.3333333333333333,0.5618796992481203,0.5469193817878027
0.4714285714285714,0.5888721804511279,0.6176274018379282
0.5011904761904762,0.652092731829574,0.7398496240601503
0.5773809523809523,0.5584335839598997,0.6385651629072682
0.5214285714285715,0.54468671679198,0.5972431077694236
0.5880952380952381,0.4775814536340851,0.5599101921470343
0.5380952380952382,0.5203007518796993,0.549592731829574
0.42023809523809524,0.5820050125313283,0.4803675856307435
0.5523809523809524,0.4995739348370927,0.45286131996658313
0.525,0.4396992481203007,0.3969298245614034
0.5202380952380953,0.5174937343358396,0.5069026733500418
0.49523809523809526,0.4626190476190476,0.5483187134502925
0.35833333333333334,0.44144110275689225,0.48422096908939016
0.4321428571428571,0.510062656641604,0.4522765246449457
0.5083333333333333,0.5912280701754387,0.5558479532163741
0.4083333333333334,0.5140100250626567,0.5030701754385964
0.4309523809523809,0.589047619047619,0.5166144527986634
0.45119047619047625,0.6961904761904762,0.6581349206349206
0.5023809523809524,0.640062656641604,0.6391604010025064
0.4238095238095238,0.6114786967418546,0.5940058479532164
0.42857142857142866,0.5445739348370927,0.5672723475355055
0.4011904761904762,0.528922305764411,0.48084795321637425
0.45714285714285713,0.7016791979949876,0.503780284043442
0.46309523809523806,0.6714786967418547,0.5624373433583959
0.4726190476190476,0.4936340852130326,0.40167084377610696
0.4714285714285714,0.5263533834586467,0.4795739348370927
0.46309523809523806,0.4744987468671679,0.5662698412698413
0.45833333333333337,0.49192982456140344,0.5778299916457811
0.42857142857142855,0.5513157894736842,0.453999582289056
0.4738095238095238,0.622531328320802,0.48282163742690065
0.5035714285714286,0.45022556390977436,0.47077067669172934
0.4797619047619047,0.46330827067669167,0.4725146198830409
