Doran,Stoner,Sutherland
0.5224489795918367,0.6265476190476191,0.6363775510204082
0.5480272108843538,0.741343537414966,0.6039625850340136
0.5345578231292517,0.6861734693877551,0.6455102040816326
0.478095238095238,0.7306292517006803,0.6292176870748298
0.4555102040816327,0.6942006802721089,0.6898809523809524
0.5255782312925169,0.7885034013605442,0.7251020408163266
0.41714285714285715,0.7717857142857143,0.661343537414966
0.5541496598639456,0.7411224489795918,0.6411394557823129
0.5993197278911564,0.7639115646258504,0.5775170068027211
0.47292517006802715,0.7937414965986396,0.47806122448979593
0.4370068027210884,0.7938775510204081,0.6523979591836735
0.49945578231292515,0.7370918367346939,0.6181802721088434
0.5365986394557825,0.6819897959183673,0.6414285714285715
0.5746938775510204,0.6772108843537414,0.574591836734694
0.621360544217687,0.7062585034013605,0.5818367346938775
0.5272108843537414,0.6922619047619047,0.5545068027210884
0.5059863945578231,0.649421768707483,0.5779421768707482
0.5821768707482994,0.7255272108843538,0.48629251700680276
0.5767346938775509,0.8102891156462585,0.5090646258503401
0.5229931972789116,0.7551700680272109,0.5985544217687074
0.5168707482993197,0.6433673469387755,0.5316496598639456
0.5201360544217687,0.6537925170068026,0.39794217687074834
0.627482993197279,0.719608843537415,0.4612244897959184
0.605170068027211,0.7206122448979592,0.5237925170068027
0.5594557823129251,0.6978571428571428,0.4599829931972789
0.5829931972789116,0.6489115646258503,0.5382482993197278
0.5666666666666667,0.5835544217687074,0.5773469387755101
0.6061224489795919,0.7209353741496598,0.5565136054421769
0.7029931972789115,0.6340646258503402,0.5209183673469387
0.5574149659863945,0.6115986394557822,0.5447789115646258
0.6074829931972789,0.6134013605442177,0.6269727891156462
0.6794557823129252,0.6992346938775511,0.5184013605442177
0.6971428571428572,0.7055442176870748,0.4964625850340136
0.6439455782312925,0.618452380952381,0.4379931972789116
0.6870748299319728,0.6664965986394558,0.577874149659864
0.6074829931972788,0.6734353741496598,0.47835034013605443
0.5995918367346939,0.4997278911564626,0.57906462585034
0.5710204081632653,0.5317857142857143,0.5639115646258503
0.6191836734693879,0.6179421768707483,0.5346428571428572
0.5503401360544218,0.47835034013605443,0.5571938775510205
0.5408163265306122,0.5502721088435374,0.5231972789115646
0.5963265306122449,0.630561224489796,0.5478061224489796
0.5238095238095237,0.6099489795918367,0.3962074829931973
0.4923809523809524,0.5952551020408163,0.516547619047619
0.6254421768707483,0.5411394557823129,0.5450510204081632
0.6160544217687074,0.5598469387755103,0.5938265306122449
0.5117006802721088,0.5008843537414965,0.5183843537414966
0.5508843537414966,0.6941326530612245,0.539438775510204
0.6111564625850341,0.5189625850340136,0.5393707482993197
0.6284353741496599,0.5158673469387755,0.46811224489795916
0.4961904761904763,0.4764455782312925,0.470578231292517
0.4910204081632653,0.38853741496598637,0.55906462585034
0.6036734693877551,0.37006802721088433,0.51
0.6519727891156462,0.5285034013605442,0.5855782312925171
0.6277551020408163,0.5572448979591835,0.5419047619047619
0.5617687074829931,0.5417346938775511,0.4500170068027211
0.5351020408163265,0.5220748299319727,0.4387244897959183
0.4949659863945578,0.42596938775510196,0.5210884353741496
0.5466666666666666,0.4480272108843537,0.5346598639455783
0.5793197278911565,0.5321258503401359,0.5371938775510203
0.5941496598639455,0.535765306122449,0.5104931972789115
0.5987755102040817,0.5284013605442176,0.5048299319727891
0.6351020408163265,0.6308503401360543,0.5411734693877552
0.6794557823129251,0.5788435374149661,0.5685544217687075
0.636326530612245,0.6328401360544218,0.5389455782312925
0.6299319727891156,0.5107993197278912,0.5818537414965986
0.5355102040816326,0.47297619047619044,0.5354251700680271
0.5189115646258504,0.37333333333333335,0.5527551020408163
0.6631292517006802,0.29852040816326525,0.6178571428571429
0.5025850340136053,0.42891156462585034,0.6429761904761905
0.5504761904761905,0.42314625850340126,0.48569727891156467
0.4066666666666666,0.3798979591836734,0.4583163265306123
0.37931972789115653,0.4341666666666667,0.46472789115646257
0.466530612244898,0.48942176870748294,0.5583673469387754
0.529795918367347,0.4463945578231292,0.6570918367346938
0.5906122448979592,0.5503401360544218,0.591530612244898
0.5991836734693878,0.5828911564625849,0.5544557823129252
0.6084353741496599,0.5564285714285714,0.5276870748299319
0.48666666666666664,0.3437244897959183,0.48853741496598635
0.5640816326530612,0.38923469387755094,0.5506462585034013
0.5059863945578231,0.37210884353741497,0.5712074829931972
0.42734693877551033,0.41920068027210877,0.5568537414965987
0.5308843537414966,0.3578401360544218,0.5380442176870748
0.5851700680272108,0.36799319727891155,0.46768707482993205
0.6365986394557822,0.4650680272108844,0.4842346938775511
0.5281632653061225,0.5635034013605443,0.5568537414965986
0.34244897959183673,0.4435204081632652,0.5637244897959184
0.32979591836734695,0.4093197278911565,0.41620748299319726
0.29578231292517004,0.32573129251700683,0.5024319727891157
0.27510204081632655,0.5235374149659864,0.4731802721088435
0.44625850340136053,0.46755102040816326,0.4676020408163265
0.5594557823129251,0.5757993197278911,0.4213265306122449
0.4798639455782313,0.5006292517006802,0.4012244897959184
0.588843537414966,0.5468537414965986,0.3995918367346939
0.6333333333333333,0.511156462585034,0.44573129251700677
0.5488435374149659,0.5467006802721088,0.46704081632653055
0.44693877551020406,0.41387755102040813,0.493078231292517
0.4976870748299319,0.3699829931972789,0.32389455782312926
0.45809523809523806,0.4920918367346939,0.4081802721088435
0.6839455782312925,0.48943877551020415,0.48622448979591837
0.6322448979591837,0.5445748299319728,0.5056462585034013
0.5972789115646259,0.5101190476190476,0.5361224489795918
0.5598639455782313,0.4481632653061224,0.5169727891156463
0.44734693877551013,0.45884353741496603,0.4331122448979592
0.4389115646258503,0.5504251700680272,0.5327380952380952
0.5899319727891156,0.44812925170068024,0.5112074829931974
0.5008163265306123,0.41085034013605437,0.6116666666666666
0.4390476190476191,0.43464285714285716,0.6332312925170067
0.47687074829931964,0.5158503401360545,0.4688945578231293
0.6012244897959184,0.6226360544217686,0.4391496598639456
0.6923809523809523,0.53421768707483,0.5885034013605441
0.6242176870748299,0.5099829931972789,0.6229081632653061
0.5587755102040817,0.5403231292517007,0.624608843537415
0.5325170068027211,0.5038265306122449,0.507874149659864
0.5161904761904761,0.5219557823129253,0.46011904761904765
0.5145578231292516,0.47743197278911564,0.47559523809523807
0.49945578231292515,0.48088435374149663,0.45066326530612244
0.5145578231292517,0.4854081632653061,0.5118877551020409
0.4224489795918368,0.3787585034013606,0.5539285714285714
0.44530612244897955,0.5104251700680271,0.37304421768707485
