Holmes,McCarthy
0.4772481253023706,0.4971816037735849
0.5302279874213837,0.4851167150459603
0.5371661828737301,0.5118039429124334
0.5232223633284955,0.5536499153362361
0.4793768142235123,0.47194877842283506
0.43973089017900346,0.40151396952104496
0.3675193517174649,0.379867259313014
0.4520503749395258,0.43267567731011125
0.4946344339622642,0.45757952346395736
0.5026572327044025,0.47940795839380745
0.5222460087082729,0.5120815191098209
0.47304940735365264,0.543255321722303
0.5406733792936624,0.4767767295597484
0.47819908079342033,0.5138385945815191
0.5255587808417997,0.5169436381228835
0.5530497097242381,0.4996256652152879
0.5577316158684084,0.546325290275762
0.5467470972423802,0.48459421867440733
0.4452896710208031,0.3955575713594581
0.47838836477987423,0.4665581156265118
0.5057755805515239,0.4738972544750846
0.49333242622157714,0.4870367682631834
0.451973572810837,0.49355859941944846
0.4707888848572811,0.46262155297532653
0.466715045960329,0.399202648766328
0.40356646105466865,0.3930956700532172
0.41385673681664253,0.42230285437832604
0.45774098935655544,0.43679729075955487
0.4977340348330914,0.44617622157716497
0.47810836961780356,0.49415699080793407
0.5211849903241412,0.47256470730527333
0.4736139332365747,0.4659491412675375
0.4805542452830188,0.5219599661344944
0.5105941582002902,0.5142607039187228
0.4514819182389937,0.5208850387034348
0.561044992743106,0.5391772496371552
0.5495225568456701,0.5289096516690857
0.529385885341074,0.5271882559264636
0.4687630019351718,0.5210250362844703
0.4894439404934688,0.5173693759071119
0.5751517900338655,0.5825704523463957
0.5535951862602806,0.5911435655539428
0.5564259796806966,0.5219394049346879
0.5358170053217224,0.47722272617319794
0.48328737300435415,0.49635129414610546
0.39518142235123366,0.44411828737300435
0.4455808538945331,0.48143777213352684
0.5459040880503145,0.4677128688921142
0.5481171383647798,0.5396247581035316
0.5219681301402999,0.49240505563618775
0.473193335752298,0.4847919690372521
0.40993287373004356,0.4342156507014997
0.3841996250604741,0.43190735365263666
0.5152298016448961,0.5155826681180454
0.5138080551523948,0.4978685897435898
0.5161877116594098,0.5478791727140784
0.44542997097242376,0.4772360304789551
0.45469672230285435,0.4793474842767296
0.4670821238509918,0.386679366231253
0.5301777939042089,0.4707513909046927
0.5066294750846637,0.4500036284470247
0.5046997460087083,0.48063134978229327
0.4701829342041606,0.5473999153362361
0.5586550556361877,0.5686665457184324
0.4968220851475569,0.5199845791001452
0.4167876149008224,0.3766400580551523
0.4600659167876149,0.40304517416545715
0.5229874213836478,0.4902663884857281
0.4884814949201742,0.5077830188679245
0.46904360183841315,0.44620283018867923
0.45831579583938076,0.4571997460087083
0.5364903846153846,0.531751632801161
0.5408154934687953,0.561722000483793
0.5568275278180939,0.49491594097726177
0.4617413522012579,0.533597907595549
0.5485670657958395,0.45820512820512815
0.524800435413643,0.5319134010643445
0.5293272254475084,0.5235803701015965
0.5198046686018384,0.535510099177552
0.48971849298500236,0.49684476294146107
0.5456643081761007,0.4965817005321723
0.5339598451862604,0.5304157595549105
0.5245449322689889,0.530269412191582
0.48090045960328975,0.4503924770198354
0.47873246250604745,0.4503129535558781
0.5251502781809385,0.48832637880986934
0.4124150338655056,0.5347720125786164
0.49671806966618276,0.5367513304305758
0.43795204402515725,0.45928217223028545
0.43083333333333335,0.4412200653120465
0.48272163763909043,0.4538249879051766
0.49205128205128207,0.43344641993226907
0.49919085631349774,0.4637947508466377
0.47299709724238026,0.47369527092404456
0.5101179245283018,0.4509588171262699
0.5269451499758104,0.49429335994194484
0.5534337203676827,0.5003383526850508
0.5433421020803096,0.5176750725689405
0.5274873004354137,0.530362542331882
0.5108221456216738,0.5365708151910982
0.4963673197871311,0.5382429245283019
0.45483520803096267,0.479649854862119
0.5161916424770198,0.461948778422835
0.5119161223996129,0.44372913642960804
0.49294025157232707,0.5540224358974359
0.5414852443154329,0.5166125423318819
0.48352382680212863,0.5026245766811803
0.4475480769230769,0.45612300435413644
0.462312832607644,0.4443589743589743
0.5074770198355104,0.4731682389937107
0.5146422955974843,0.5159506531204645
0.5306437469762941,0.5208127721335268
0.48717646347363325,0.5052926947266569
0.5105040517658442,0.5050668238993711
0.5715169932268989,0.579940130624093
0.4927431059506532,0.5088174286405418
0.46405478955007257,0.4631888001935172
0.4449555515239477,0.5179946782776972
0.5211202830188679,0.5573787493952588
0.5104771407837445,0.4616216134494436
0.4829369254958877,0.528574625060474
0.4324818577648767,0.5082943275278182
0.48333000725689407,0.52298137397194
0.5180149371069183,0.4647780599903242
0.46143172472181904,0.5019989719400096
0.5017712868892115,0.4882193396226415
0.4984648645379777,0.480590832123851
0.4821698113207547,0.5116582002902758
0.45891388485728113,0.43519261006289306
0.3827210328979197,0.415228289791969
0.442586175616836,0.3907707426221577
0.4233012820512821,0.43191914610546683
0.42934325108853405,0.47694605708756654
0.4758584300919207,0.43851415094339624
0.4508312167392356,0.4835192912433478
0.43132831398161586,0.4635313860667635
0.531552068214804,0.47129565795839384
0.47849147314949203,0.4993719762941461
0.43105497097242385,0.4478211175616836
0.43180091920657954,0.4538939283986453
0.49075834542815666,0.4551702346395743
0.476738328495404,0.4857843492985003
0.49859397677793904,0.4097248427672956
0.37311411465892597,0.4931156265118529
