Holmes,Watson
0.583030303030303,0.5319191919191919
0.46595959595959596,0.4626262626262627
0.4028282828282828,0.3570707070707071
0.49080808080808075,0.4537373737373738
0.4409090909090909,0.4317171717171718
0.43373737373737375,0.38252525252525255
0.47696969696969693,0.44848484848484843
0.3730303030303031,0.41686868686868683
0.4291919191919192,0.268989898989899
0.43767676767676766,0.4446464646464646
0.457979797979798,0.4063636363636364
0.3815151515151515,0.4338383838383839
0.3324242424242424,0.3860606060606061
0.3385858585858586,0.3783838383838384
0.39323232323232327,0.45060606060606057
0.47818181818181815,0.48070707070707064
0.4643434343434344,0.504040404040404
0.5447474747474748,0.5228282828282829
0.577979797979798,0.5707070707070707
0.5683838383838383,0.5186868686868686
0.46484848484848473,0.4346464646464647
0.3762626262626263,0.3615151515151515
0.35717171717171714,0.43090909090909085
0.5345454545454545,0.4665656565656565
0.5163636363636364,0.5056565656565656
0.4732323232323233,0.4545454545454545
0.48949494949494954,0.5077777777777779
0.4847474747474747,0.5468686868686868
0.573939393939394,0.583939393939394
0.5251515151515151,0.5731313131313132
0.5607070707070706,0.5035353535353535
0.5219191919191919,0.5553535353535354
0.5935353535353536,0.5061616161616161
0.5356565656565656,0.4647474747474748
0.49363636363636365,0.4743434343434343
0.37323232323232325,0.4563636363636364
0.44848484848484843,0.3716161616161616
0.43353535353535355,0.42757575757575755
0.3626262626262626,0.40575757575757576
0.4214141414141414,0.42050505050505044
0.4130303030303031,0.3481818181818182
0.395959595959596,0.41171717171717176
0.45939393939393935,0.4214141414141414
0.5028282828282828,0.4694949494949495
0.5315151515151515,0.4336363636363637
0.46484848484848484,0.48111111111111116
0.5043434343434343,0.4962626262626263
0.4696969696969696,0.44919191919191925
0.4195959595959596,0.44363636363636366
0.4098989898989899,0.3884848484848485
0.4025252525252525,0.4328282828282828
0.4258585858585858,0.4056565656565656
0.46939393939393936,0.47333333333333344
0.49595959595959604,0.5211111111111111
0.5872727272727273,0.544040404040404
0.6182828282828282,0.5941414141414142
0.5137373737373737,0.48070707070707064
0.4797979797979798,0.4709090909090909
0.4778787878787879,0.39434343434343433
0.5226262626262627,0.39737373737373743
0.4704040404040404,0.44333333333333336
0.43000000000000005,0.48262626262626257
0.3901010101010101,0.3695959595959596
0.5231313131313132,0.4737373737373738
0.3856565656565657,0.3926262626262626
0.45444444444444443,0.36232323232323227
0.49151515151515157,0.6008080808080807
0.5298989898989899,0.5318181818181819
0.457979797979798,0.48292929292929293
0.3494949494949495,0.32616161616161615
0.33040404040404037,0.29858585858585857
0.37,0.37636363636363634
0.5049494949494949,0.4531313131313131
0.5334343434343434,0.5328282828282828
0.48545454545454547,0.4505050505050505
0.44272727272727275,0.3493939393939394
0.4390909090909091,0.4211111111111111
0.4215151515151515,0.39545454545454545
0.44898989898989894,0.4175757575757576
0.503939393939394,0.3940404040404041
0.5251515151515151,0.5068686868686869
0.38656565656565656,0.4188888888888889
0.29666666666666663,0.331010101010101
0.39,0.3764646464646465
0.3915151515151515,0.4271717171717172
0.4606060606060606,0.42494949494949497
0.48949494949494954,0.422929292929293
0.5253535353535354,0.5471717171717172
0.5172727272727273,0.4909090909090909
0.39161616161616164,0.32333333333333336
0.43919191919191913,0.5023232323232323
0.45272727272727276,0.5002020202020202
0.4622222222222222,0.3944444444444445
0.4070707070707071,0.5244444444444445
0.5913131313131312,0.5734343434343434
0.5350505050505051,0.572020202020202
0.5645454545454546,0.5491919191919191
0.5350505050505051,0.5582828282828283
0.5157575757575757,0.5728282828282827
0.5497979797979798,0.566868686868687
0.5162626262626262,0.5613131313131313
0.5166666666666666,0.545050505050505
0.41060606060606053,0.48666666666666664
0.29636363636363633,0.3245454545454546
0.4043434343434343,0.44626262626262625
0.5865656565656565,0.5058585858585858
0.5095959595959596,0.488080808080808
0.5097979797979798,0.5131313131313131
0.5103030303030304,0.3860606060606061
0.4407070707070707,0.4372727272727273
0.3221212121212121,0.39272727272727276
0.4637373737373737,0.33919191919191916
0.4909090909090909,0.40050505050505053
0.47303030303030297,0.5042424242424242
0.4728282828282828,0.4968686868686868
0.39878787878787875,0.3514141414141414
0.36303030303030304,0.36787878787878786
0.5583838383838384,0.5057575757575759
0.5746464646464646,0.5928282828282828
0.5729292929292928,0.47343434343434343
0.5093939393939394,0.5287878787878788
0.4596969696969696,0.4761616161616161
0.5208080808080808,0.4945454545454545
0.5657575757575758,0.5473737373737375
0.544040404040404,0.5916161616161617
0.49727272727272726,0.5281818181818181
0.5952525252525254,0.592020202020202
0.6383838383838384,0.6303030303030304
0.5535353535353535,0.5457575757575758
0.5394949494949495,0.4432323232323233
0.5404040404040404,0.5137373737373737
0.512020202020202,0.5085858585858586
0.4943434343434344,0.543030303030303
0.5849494949494949,0.595858585858586
0.5702020202020203,0.572020202020202
0.5067676767676768,0.47818181818181815
0.45323232323232326,0.458989898989899
0.5257575757575756,0.46171717171717164
0.6159595959595959,0.5214141414141414
0.6022222222222222,0.6053535353535353
0.48848484848484847,0.5213131313131313
0.4369696969696969,0.4553535353535353
0.5171717171717172,0.5845454545454546
0.5837373737373737,0.6283838383838385
0.5308080808080808,0.48717171717171726
0.4119191919191919,0.423939393939394
0.5780808080808082,0.5332323232323233
0.488989898989899,0.4096969696969698
0.4974747474747475,0.47000000000000003
0.5391919191919192,0.5928282828282828
0.5295959595959596,0.5795959595959596
0.45838383838383834,0.472020202020202
0.5060606060606061,0.5245454545454546
0.5106060606060605,0.5081818181818182
0.5327272727272727,0.49565656565656574
0.565959595959596,0.5667676767676768
0.5866666666666667,0.5357575757575758
0.5531313131313131,0.5424242424242425
0.5074747474747474,0.5488888888888889
0.5060606060606061,0.5412121212121213
0.4149494949494949,0.528989898989899
0.5249494949494949,0.5230303030303031
0.5177777777777778,0.4586868686868687
0.45888888888888885,0.4948484848484848
0.5321212121212121,0.4793939393939394
0.5952525252525251,0.5484848484848485
0.617979797979798,0.6095959595959596
0.537070707070707,0.621919191919192
0.625959595959596,0.5694949494949496
0.6136363636363635,0.5834343434343434
0.5287878787878788,0.48111111111111116
0.5294949494949495,0.5944444444444444
0.6223232323232323,0.5814141414141415
0.5456565656565657,0.5812121212121213
0.5011111111111111,0.564040404040404
0.5807070707070707,0.5212121212121212
0.614040404040404,0.6869696969696969
0.4305050505050505,0.4418181818181818
0.39676767676767677,0.4982828282828283
0.369090909090909,0.5042424242424243
0.3844444444444445,0.4957575757575758
0.43787878787878787,0.48969696969696963
0.4828282828282828,0.48888888888888893
0.5420202020202021,0.48535353535353537
0.4776767676767676,0.5023232323232324
0.43454545454545457,0.46404040404040403
0.49646464646464655,0.5297979797979797
0.5694949494949495,0.5865656565656566
0.5803030303030303,0.5708080808080808
0.49959595959595954,0.5367676767676768
0.4875757575757575,0.46060606060606063
0.5477777777777777,0.5059595959595959
0.5540404040404041,0.5924242424242425
0.38,0.46313131313131317
0.4352525252525252,0.486060606060606
0.5043434343434343,0.39909090909090905
0.4263636363636364,0.37585858585858584
0.40343434343434337,0.3574747474747475
0.30979797979797974,0.4191919191919192
0.4367676767676767,0.43888888888888894
0.4677777777777778,0.46303030303030307
0.4991919191919193,0.4954545454545455
0.4675757575757576,0.5216161616161616
0.5495959595959597,0.5284848484848486
0.6027272727272727,0.6378787878787879
0.6468686868686868,0.6534343434343434
0.5448484848484849,0.5747474747474748
0.5042424242424243,0.4960606060606061
0.44232323232323234,0.488080808080808
0.48656565656565653,0.4539393939393939
0.43999999999999995,0.4444444444444445
0.39989898989898987,0.42777777777777776
0.3787878787878788,0.3668686868686869
0.4877777777777778,0.5298989898989899
0.5411111111111111,0.5886868686868686
0.5497979797979798,0.5851515151515152
0.4832323232323231,0.43717171717171716
0.3525252525252525,0.39323232323232327
0.4531313131313131,0.35383838383838384
0.48717171717171714,0.4933333333333333
0.5076767676767677,0.43353535353535355
0.542020202020202,0.6091919191919193
0.5793939393939394,0.6155555555555556
0.5978787878787879,0.5454545454545454
0.561010101010101,0.5446464646464646
