Adler,Clair,Doran
0.35,0.37469924812030075,0.5137218045112781
0.4630952380952381,0.43810776942355883,0.5769110275689222
0.41071428571428575,0.38192982456140345,0.541374269005848
0.41785714285714287,0.44620300751879693,0.4484544695071011
0.4392857142857142,0.4170551378446115,0.5286340852130327
0.33452380952380956,0.38417293233082705,0.5236633249791145
0.48452380952380947,0.4268045112781955,0.5406954887218045
0.5297619047619048,0.37696741854636595,0.5498224728487886
0.5214285714285715,0.4753884711779448,0.519966583124478
0.46785714285714286,0.43993734335839596,0.48316624895572274
0.4202380952380952,0.4321804511278195,0.5256161236424394
0.3666666666666667,0.43998746867167915,0.4241228070175439
0.405952380952381,0.4343734335839599,0.3355054302422723
0.4321428571428571,0.48692982456140355,0.3201023391812866
0.4345238095238095,0.48989974937343356,0.3720760233918129
0.48452380952380947,0.4034837092731829,0.4188178780284043
0.5142857142857143,0.4113659147869674,0.42102130325814535
0.39166666666666666,0.3454761904761905,0.3732142857142858
0.4619047619047619,0.4404260651629072,0.45087719298245615
0.5464285714285715,0.4359523809523809,0.506641604010025
0.4821428571428571,0.4203884711779449,0.4779553049289892
0.5142857142857143,0.30160401002506265,0.5009816207184629
0.5,0.3868922305764411,0.4698517126148706
0.5428571428571429,0.31027568922305765,0.4696115288220552
0.5011904761904762,0.5290852130325814,0.4836361737677527
0.46904761904761905,0.34152882205513785,0.4742585630743526
0.4416666666666667,0.3017794486215538,0.44937343358396
0.49404761904761896,0.3590100250626566,0.4716896407685881
0.5619047619047619,0.3084461152882206,0.44068504594820385
0.4357142857142858,0.43815789473684214,0.49112364243943196
0.41309523809523807,0.6283959899749374,0.36949665831244777
0.5047619047619047,0.5140852130325815,0.3934732664995823
0.47619047619047616,0.46697994987468683,0.39091478696741855
0.45,0.3835964912280702,0.42214912280701744
0.49523809523809526,0.4057142857142857,0.4515559732664996
0.5488095238095239,0.48774436090225565,0.40782163742690064
0.5869047619047619,0.4309523809523809,0.47854010025062654
0.4738095238095239,0.46002506265664156,0.4975041771094403
0.3630952380952381,0.35290726817042606,0.47852965747702586
0.4607142857142857,0.36502506265664164,0.46081871345029246
0.4154761904761905,0.2866541353383459,0.38538011695906427
0.45357142857142857,0.3553508771929824,0.4935672514619883
0.5154761904761904,0.4818045112781954,0.4196428571428571
0.5000000000000001,0.4230325814536341,0.4260860484544695
0.41428571428571426,0.32177944862155383,0.3309732664995823
0.43690476190476196,0.31835839598997495,0.3662698412698413
0.4511904761904761,0.4233959899749373,0.43642439431913116
0.4797619047619047,0.4055889724310777,0.5218149540517961
0.45476190476190476,0.3909649122807018,0.5177736006683376
0.4404761904761905,0.3352255639097744,0.3762322472848789
0.4666666666666666,0.41339598997493726,0.4641812865497076
0.4988095238095239,0.4033959899749373,0.5477548036758563
0.6071428571428572,0.36901002506265657,0.5750522138680034
0.5523809523809524,0.343609022556391,0.3153299916457811
0.4214285714285714,0.3748245614035087,0.35562865497076024
0.3571428571428571,0.33892230576441096,0.3765664160401002
0.4,0.31060150375939843,0.4757518796992481
0.45595238095238094,0.27897243107769426,0.4402151211361738
0.4916666666666667,0.4008020050125314,0.37126148705096074
0.4083333333333333,0.41258145363408516,0.35861528822055144
0.4916666666666666,0.4655137844611529,0.44475772765246446
0.5238095238095238,0.33498746867167917,0.45955513784461155
0.35119047619047616,0.3883583959899749,0.43235171261487054
0.4392857142857142,0.5185964912280701,0.46581035923141184
0.45595238095238094,0.5140852130325814,0.4852443609022557
0.45357142857142846,0.41649122807017547,0.5493629908103592
0.43690476190476196,0.4658270676691729,0.5005116959064327
0.38333333333333336,0.5064035087719299,0.6182330827067669
0.37023809523809526,0.4958771929824562,0.5314223057644111
0.43690476190476196,0.43730576441102753,0.39071637426900585
0.5595238095238095,0.5975689223057644,0.46151837928153716
0.5511904761904762,0.553671679197995,0.39287802840434416
0.5499999999999999,0.47298245614035095,0.42553258145363404
0.5154761904761905,0.3670551378446115,0.5399853801169592
0.5154761904761905,0.3908395989974937,0.44741019214703426
0.5178571428571429,0.44482456140350884,0.44485171261487044
0.47023809523809523,0.4978571428571429,0.5656746031746032
0.47380952380952374,0.5746867167919799,0.5602443609022557
0.5321428571428571,0.42827067669172936,0.5241123642439433
0.6023809523809524,0.3748621553884712,0.5359335839598998
