Angel,Holmes,McCarthy
0.4950045045045045,0.49679562760992385,0.4456416447175885
0.45650900900900904,0.5108216654384672,0.4631057945566286
0.4796756756756756,0.49222918201915994,0.4263118232367574
0.4796171171171171,0.5491107835912552,0.45049751243781094
0.454490990990991,0.5057270940800785,0.49577626573017264
0.5179549549549549,0.4376713338246131,0.5171232074919521
0.48672522522522527,0.4555735691476296,0.49310140474100095
0.48095945945945945,0.5093453696880373,0.4614120573602575
0.4348828828828829,0.5477020388111029,0.5009525899912204
0.4041711711711712,0.5807897322525178,0.5615883816213052
0.520418918918919,0.5223642839597151,0.5128504536142815
0.5299369369369369,0.5683149103414394,0.5964830260462394
0.46695495495495487,0.557828543355441,0.6507418788410886
0.4665855855855856,0.5605416359616802,0.6045229733684518
0.5063243243243244,0.5225816752640629,0.5404243488440152
0.451509009009009,0.460584622942766,0.46197175885279484
0.5263153153153153,0.4782842053549496,0.4750468247000293
0.5289684684684686,0.5352714320805699,0.5653248463564531
0.4178108108108109,0.5651277327437977,0.5789120573602576
0.44741441441441443,0.6322795381970032,0.603028972783143
0.3747792792792793,0.5661385408990419,0.5170983318700615
0.4647747747747748,0.5616396462785557,0.5343437225636524
0.5009009009009009,0.6113276836158192,0.5991505706760316
0.4820225225225225,0.560159665929747,0.5693122622183202
0.4449549549549549,0.5298870056497175,0.5220815042434884
0.40233783783783783,0.4850147383935151,0.5117742171495463
0.4726171171171171,0.49018300171947926,0.5415254609306409
0.5356396396396396,0.5364050601817735,0.5512971905179983
0.5274504504504505,0.5671751412429378,0.5536757389522973
0.548990990990991,0.5773348071726848,0.515514340064384
0.5482882882882884,0.5317305330385654,0.5530019022534388
0.42553153153153145,0.4990690248096291,0.4026916886157448
0.4142747747747748,0.4941660525669369,0.40129353233830845
0.415454954954955,0.5304605747973471,0.5237503658179689
0.4662612612612612,0.4695639891918447,0.5650738952297337
0.4019684684684684,0.5217563252272168,0.582104916593503
0.5075945945945947,0.516930729550479,0.5911647644132281
0.5485900900900901,0.5758511422254974,0.5831994439566872
0.3964864864864865,0.5300380741832473,0.522002487562189
0.5210045045045044,0.5224809629083763,0.4933347966052092
0.5724414414414415,0.5023630557602555,0.5397746561311091
0.49409459459459465,0.4465978874969295,0.4241191103306995
0.5461621621621621,0.4731773520019652,0.4347461223295289
0.5198018018018018,0.45865757799066564,0.3658684518583553
0.4891126126126125,0.4715168263325964,0.4792471466198419
0.5179099099099099,0.4292016703512651,0.46214588820602875
