Holmes,Watson
0.39595959595959596,0.39777777777777773
0.45777777777777773,0.4765656565656565
0.5146464646464646,0.49818181818181817
0.5364646464646465,0.4712121212121213
0.5148484848484849,0.5409090909090909
0.4594949494949495,0.5323232323232323
0.4822222222222223,0.46191919191919195
0.4847474747474747,0.546969696969697
0.5332323232323232,0.483939393939394
0.4883838383838384,0.45030303030303037
0.3854545454545454,0.42313131313131314
0.45343434343434347,0.44616161616161615
0.466060606060606,0.47414141414141414
0.4364646464646465,0.48040404040404033
0.5713131313131313,0.511010101010101
0.576969696969697,0.6093939393939394
0.556969696969697,0.4882828282828283
0.4946464646464646,0.49595959595959593
0.48,0.4302020202020202
0.5161616161616163,0.4762626262626263
0.543939393939394,0.5727272727272728
0.46959595959595957,0.4831313131313131
0.41535353535353536,0.40131313131313134
0.5252525252525253,0.4348484848484849
0.45292929292929296,0.5305050505050505
0.43797979797979797,0.4948484848484849
0.4861616161616162,0.4412121212121212
0.527070707070707,0.5084848484848485
0.4635353535353536,0.5090909090909091
0.38292929292929295,0.33515151515151514
0.39474747474747474,0.31282828282828284
0.5103030303030304,0.37656565656565655
0.4892929292929292,0.6382828282828283
0.5621212121212121,0.5358585858585859
0.5331313131313131,0.503030303030303
0.49959595959595965,0.44414141414141406
0.47222222222222215,0.46070707070707073
0.5097979797979798,0.4146464646464646
0.49696969696969695,0.5033333333333333
0.5262626262626263,0.5176767676767676
0.46848484848484845,0.49141414141414136
0.38515151515151513,0.4663636363636364
0.5244444444444445,0.4974747474747475
0.4011111111111111,0.4847474747474748
0.5227272727272727,0.49525252525252517
0.5756565656565658,0.5047474747474748
0.5547474747474748,0.5562626262626262
0.44585858585858584,0.5035353535353535
0.4246464646464646,0.4435353535353535
0.5054545454545455,0.47787878787878785
0.4851515151515152,0.5303030303030303
0.5168686868686868,0.4931313131313132
0.5118181818181818,0.5547474747474747
0.5428282828282829,0.5031313131313131
0.4872727272727272,0.47474747474747475
0.5282828282828282,0.5044444444444445
0.42626262626262623,0.4291919191919192
0.44787878787878793,0.46303030303030307
0.3896969696969697,0.4818181818181818
0.48717171717171726,0.5066666666666666
0.47898989898989897,0.512020202020202
0.45060606060606057,0.45242424242424245
0.5846464646464646,0.5390909090909091
0.6774747474747475,0.675959595959596
0.6116161616161616,0.5573737373737375
0.5457575757575757,0.5597979797979798
0.48383838383838385,0.48909090909090913
0.5058585858585858,0.41393939393939394
0.4488888888888889,0.4880808080808081
0.43787878787878787,0.40101010101010093
0.48111111111111116,0.4358585858585859
0.4971717171717172,0.42575757575757567
0.42383838383838385,0.44222222222222224
0.531010101010101,0.5413131313131313
0.5796969696969697,0.573939393939394
0.5338383838383839,0.5176767676767676
0.5239393939393939,0.5063636363636363
0.5111111111111111,0.546969696969697
0.5461616161616162,0.5809090909090909
0.6011111111111112,0.5902020202020202
0.619090909090909,0.5909090909090909
0.5786868686868687,0.538888888888889
0.46959595959595957,0.4985858585858585
0.5092929292929292,0.48797979797979807
0.5472727272727272,0.556868686868687
0.48848484848484847,0.4715151515151515
0.519090909090909,0.5030303030303032
0.4770707070707071,0.5255555555555557
0.46585858585858586,0.48353535353535354
0.5577777777777777,0.5205050505050505
