Angel,Holmes,McCarthy
0.5154057414104882,0.5494451992753623,0.47133118153364634
0.3309838381555154,0.5011039402173914,0.4884454877412624
0.41146360759493666,0.45938632246376815,0.4943590245174752
0.45399977396021696,0.46860280797101456,0.4928563510693792
0.48126921338155515,0.4853883605072465,0.4545398082942097
0.43685804701627484,0.44650135869565216,0.4810323748043818
0.4275971971066907,0.4723335597826087,0.44390910276473655
0.4743343128390597,0.4910665760869565,0.4887447835159103
0.5356379972875226,0.48935688405797106,0.4866277060511215
0.5481758589511754,0.5498301630434783,0.48281396713615027
0.5072733951175408,0.5703521286231885,0.5338240088680231
0.44979995479204343,0.5410495923913043,0.5523589919144495
0.4465155967450271,0.5453351449275362,0.5812914058424623
0.4493614376130199,0.43819633152173915,0.47570862676056336
0.4810900768535262,0.4984997735507246,0.446639769170579
0.5551723553345388,0.504489356884058,0.46212653234220136
0.5302186934900542,0.4992923460144928,0.4314917514345331
0.5283798598553345,0.46363224637681155,0.529225352112676
0.5574446202531644,0.5024343297101449,0.512037852112676
0.5235527802893309,0.4802819293478261,0.5452717462180491
0.48437273960217003,0.4184839221014493,0.41660194966092845
0.5557408453887884,0.4521739130434783,0.4764421948356808
0.5332696654611212,0.4683480525362319,0.4446403886280647
0.5548564647377938,0.47805706521739133,0.5117126369327074
0.5237132685352622,0.5371716485507246,0.49641480829420975
0.4564811256781193,0.5564198369565216,0.504943433750652
0.39890709764918625,0.4848731884057971,0.5130071400625977
0.39663313743218803,0.4902173913043478,0.41386932707355245
0.5149870027124773,0.5032495471014492,0.4943520148669796
0.47325271247739603,0.5193557518115942,0.4826881194574856
0.5489291365280289,0.48996263586956523,0.4765510889410538
0.5869360307414104,0.5264322916666667,0.46838843244653106
0.4799666591320072,0.5586163949275363,0.5961230112154408
0.46458804249547925,0.5017210144927536,0.555357329160146
0.48074367088607595,0.5183876811594204,0.592826682316119
0.5449853074141049,0.561531929347826,0.5554890453834116
0.5807419755877035,0.5596467391304348,0.5283897365675535
0.5238347649186258,0.5097882699275362,0.5188998109024517
0.558197897830018,0.42315443840579714,0.5321672861241523
0.6008363471971065,0.43237092391304344,0.5440680425143454
0.3867354204339964,0.411616847826087,0.5423951812728222
0.4188438065099458,0.5034533514492754,0.5293052295253
0.4040472423146474,0.5444350090579709,0.5761634389671362
0.4291500904159132,0.5683706974637681,0.6058978873239437
0.5074960443037975,0.5603147644927537,0.5574726134585289
0.47663991862567806,0.5586220561594203,0.5212470657276995
0.467870705244123,0.5437783061594204,0.4947693335941576
0.5097004972875225,0.4790704257246377,0.458624478351591
0.5281995931283905,0.48276154891304346,0.38362284820031295
0.44532775768535265,0.43956634963768126,0.4900862350026083
0.4396083860759493,0.458689990942029,0.4660946465832029
0.5061307640144665,0.4193897192028985,0.4690810837245697
0.5154323010849909,0.38025928442028983,0.4516171100678143
0.5221157323688969,0.4823709239130435,0.5292709963484612
0.5065670207956601,0.48565443840579714,0.5429054186228482
0.5199265370705245,0.5328917572463767,0.5503250521648411
0.47392800632911386,0.47528872282608703,0.45497196139801777
0.5572140596745027,0.5236073369565217,0.5305847352634323
0.5869575045207956,0.5757416213768116,0.5766410732916014
0.5372140596745026,0.5525985054347826,0.5858005672926447
0.4869151220614828,0.48709805253623184,0.6020737154407929
0.5924615732368897,0.4982563405797101,0.5860737806468441
0.483751130198915,0.5286854619565217,0.593890356025039
0.34149242766726945,0.5285099637681159,0.5582019431403233
0.41321824141048824,0.4963201992753623,0.5732537819509651
0.4698236889692586,0.5098052536231884,0.5746891301512781
0.4727181283905967,0.5105525362318841,0.4902515323422013
0.4350881555153706,0.5011831974637682,0.44049817423056864
0.4406442133815552,0.512194293478261,0.4451946400625978
0.4137262658227848,0.4903249547101449,0.489268551121544
0.3936341546112116,0.5056838768115942,0.4719868283776735
0.47040009041591324,0.5483808876811593,0.550004890453834
0.5326237567811936,0.5217278079710146,0.5706717853416796
0.4842506781193491,0.49100430253623195,0.4592103547209181
0.3785917721518987,0.5022192028985508,0.47122147235263434
0.44017913652802887,0.4752490942028985,0.4653009259259259
0.5045784358047015,0.5199615036231883,0.45350890062597815
0.5303413200723328,0.43295403079710154,0.4921537558685446
0.37644439421338155,0.4779438405797102,0.5108035015649453
0.5122061482820978,0.455661231884058,0.5276033515910277
0.5111200271247739,0.49055140398550734,0.504997554773083
0.4045360533453888,0.4952841938405797,0.4774949465310381
0.49947784810126594,0.48371263586956526,0.4669596048513302
0.42701910036166363,0.5113564311594203,0.5066829681794471
0.43235589963833637,0.5279947916666666,0.5745266040688576
0.5536906645569619,0.5606204710144927,0.6100001630151277
0.5054662070524412,0.6247452445652174,0.6040357655190403
0.5121880650994575,0.5384171195652174,0.5562434793948879
0.4626570976491863,0.509278759057971,0.47339087767344806
0.4608487793851717,0.5001698369565217,0.45449514214919146
0.41816286166365285,0.5597826086956521,0.5714174165362547
0.47106521247739597,0.48566576086956526,0.5259138628064685
0.44903650542495477,0.46723845108695655,0.5272569444444445
0.45070693942133816,0.46490602355072463,0.4821412037037037
0.4992602848101265,0.5037760416666666,0.5283907146583203
0.46323180379746837,0.5415421195652174,0.5505064880020865
0.5043009719710669,0.5551800271739131,0.5850619457485655
0.5775599005424954,0.5532665307971015,0.5333869653103809
0.4258973779385172,0.536418704710145,0.5628248891497132
0.4465331148282098,0.5209408967391305,0.5469450965049556
0.49149468806509955,0.527728713768116,0.5475924295774648
0.5097214059674503,0.5182065217391305,0.5342502934272301
0.503561821880651,0.5385926177536232,0.522421100678143
0.41456769891500905,0.5568670742753624,0.4896328899321857
0.39500678119349003,0.5050271739130434,0.5562175599895671
0.47024581826401446,0.5562047101449274,0.5730309402712572
0.5105905289330923,0.5510473278985508,0.5115344613980178
0.5467337251356239,0.5579427083333334,0.4873126956181533
0.5132521473779386,0.5726732336956523,0.5436231742305686
0.46282097649186255,0.5421648550724638,0.507313021648409
0.3925757233273056,0.5196784420289855,0.5255837571726657
0.5018670886075949,0.5098562047101449,0.5385679121022431
0.5191116636528028,0.5519191576086957,0.5466017866458007
0.43175124321880654,0.5279042119565217,0.5168397887323943
0.4163415461121157,0.5592108242753624,0.5090422861241523
0.49787805153707054,0.5424762228260869,0.47344010824204485
0.4277096518987342,0.5383944746376812,0.5533326812728221
0.5029746835443039,0.46397192028985507,0.5398317683881064
0.5275180831826402,0.5406646286231883,0.5332166145018258
0.49738019891500895,0.5115998641304348,0.5286306729264476
0.5088799728752261,0.5227977807971015,0.5073179121022431
0.5252079566003618,0.48617527173913044,0.4866247717788211
0.451440438517179,0.49034759963768115,0.5375627608242045
0.38424559222423144,0.46841032608695643,0.5438143909754825
0.4478119349005425,0.5586503623188406,0.6180294731351068
0.5002588155515371,0.5170346467391305,0.55036075247783
0.5692755424954792,0.48661118659420294,0.5633786515388628
0.6521728074141049,0.5211447010869565,0.6109039188836725
0.5783176989150091,0.49502943840579705,0.5513830203442879
0.6341981238698011,0.5303498641304347,0.5519936750130412
0.5877706826401446,0.5190783514492753,0.5149745696400625
0.5194009945750452,0.4690726902173914,0.5556970526864893
0.5999734403254973,0.5206804800724638,0.5454597026604069
0.5486652350813743,0.4608695652173913,0.46233405059989563
0.4256594710669077,0.4162760416666667,0.5192864827856025
0.4463302441229656,0.48576200181159424,0.46624250130412104
0.5269252938517178,0.444236865942029,0.4396860328638498
0.4975932414104882,0.5045629528985507,0.4386375195618153
0.5445671338155516,0.44415760869565213,0.506097906885759
0.513184335443038,0.4697690217391305,0.5091070031298905
0.4996609403254973,0.45235507246376805,0.4988848135106937
0.5744450723327306,0.4146795742753624,0.5165315271257173
0.4931781193490054,0.523828125,0.5596669600938967
0.49879803345388785,0.4545233242753623,0.5221244131455398
0.5648332956600361,0.5174592391304348,0.5068743479394888
0.5676667043399638,0.4997735507246377,0.5105778886280647
0.48309165913200725,0.5032325634057971,0.5558550143453311
0.4710816003616637,0.5317142210144927,0.6064094287949922
0.5081046564195298,0.5700294384057971,0.5684503781950965
0.47291591320072335,0.5074671648550725,0.5496279994783515
0.4399994349005425,0.4837182971014492,0.5217111697965572
0.5709906193490054,0.47103713768115946,0.535219418362024
0.5345315325497287,0.5260246829710145,0.5519144496609285
0.4182741862567812,0.5156533061594203,0.5586626238914972
0.4531719032549728,0.4914685235507246,0.4818306598852374
0.46361324593128383,0.5056216032608696,0.5029971961398018
0.4943964737793852,0.5310065670289855,0.5154852960354722
0.44238754520795653,0.4998697916666667,0.5259247848200312
0.5326418399638336,0.4946954257246377,0.4625396126760563
0.4295733499095841,0.47058990036231885,0.5560943205529473
0.48773564647377937,0.5501302083333333,0.5602353938445488
0.4341681735985533,0.619429347826087,0.5926948030777256
0.481064082278481,0.5858922101449275,0.5754564423578508
0.4482340641952984,0.5778815670289854,0.5119224374021909
0.44673994122965643,0.553221240942029,0.5622253195096505
0.47894552441229654,0.6087975543478261,0.6217199726134586
0.5170891726943943,0.6196614583333333,0.6289071465832029
0.48639014466546115,0.5814934329710144,0.5192621935315598
0.4015110759493671,0.5520550271739131,0.5859226656233699
0.4106713381555154,0.5325350996376812,0.5901467136150235
0.4822485307414105,0.5737035778985506,0.575804479655712
0.5827023056057866,0.5510360054347826,0.5735313967136151
0.5422231012658227,0.5299082880434783,0.4977300143453312
0.4238076401446655,0.5158061594202898,0.5307565532081377
0.5227339511754069,0.5093240489130435,0.5681593961919666
0.5421903254972875,0.5286005434782609,0.5705073030777255
0.514313404159132,0.5102185235507246,0.5305640323422013
0.46696259041591315,0.47169950181159426,0.4614035602503912
