Adler,Clair,Doran
0.5702380952380952,0.6223684210526316,0.51624895572264
0.5440476190476191,0.6155137844611529,0.3300334168755221
0.5666666666666667,0.5158771929824562,0.35852130325814535
0.48452380952380947,0.48734335839598997,0.42182539682539694
0.4238095238095238,0.4916416040100251,0.36521512113617377
0.4404761904761904,0.4643358395989976,0.49323308270676697
0.3761904761904762,0.4502631578947369,0.4008980785296575
0.4345238095238096,0.4872556390977444,0.28285296574770263
0.5166666666666667,0.482907268170426,0.406672932330827
0.544047619047619,0.5198621553884712,0.4788847117794487
0.5857142857142857,0.6530701754385966,0.4819026733500418
0.5130952380952382,0.6016040100250627,0.5171888053467001
0.4833333333333333,0.6166040100250627,0.6062865497076023
0.5166666666666666,0.6231077694235589,0.5454260651629073
0.45714285714285713,0.6168045112781954,0.4807226399331663
0.4654761904761905,0.5147368421052632,0.43852339181286554
0.4345238095238095,0.486203007518797,0.4342209690893902
0.4023809523809524,0.5824185463659147,0.40203634085213036
0.419047619047619,0.6539097744360902,0.4953216374269006
0.4821428571428571,0.5691604010025062,0.47622180451127816
0.5059523809523809,0.5897368421052631,0.5697263993316625
0.4833333333333334,0.4981077694235589,0.6183270676691729
0.5523809523809524,0.4079573934837093,0.545436507936508
0.6202380952380953,0.5360401002506265,0.529814118629908
0.5821428571428571,0.43901002506265663,0.5402046783625731
0.5345238095238095,0.4832706766917293,0.5603487886382623
0.5523809523809524,0.5635964912280702,0.4382727652464494
0.5154761904761905,0.5996491228070175,0.40630743525480373
0.5654761904761905,0.5619298245614035,0.5285087719298246
0.5547619047619048,0.5772932330827067,0.5104741019214704
0.41785714285714287,0.562781954887218,0.5493421052631579
0.45476190476190476,0.5118922305764411,0.6019110275689223
0.5833333333333333,0.4727443609022556,0.5642857142857143
0.5011904761904763,0.33718045112781947,0.4980785296574771
0.4321428571428571,0.5891228070175438,0.38573517126148704
0.42142857142857143,0.391077694235589,0.3507727652464495
0.33333333333333337,0.3849373433583959,0.4631474519632414
0.5214285714285715,0.3665664160401002,0.5453216374269007
0.49642857142857133,0.45961152882205514,0.49913324979114454
0.5380952380952382,0.4869674185463658,0.3908103592314119
0.4916666666666667,0.5079448621553885,0.4401211361737678
0.5202380952380952,0.44749373433583967,0.569047619047619
0.475,0.337218045112782,0.3772974101921471
0.5130952380952382,0.2893734335839599,0.40992063492063496
0.5404761904761906,0.5196992481203008,0.560233918128655
0.569047619047619,0.6389598997493734,0.49680451127819547
0.5583333333333333,0.5885087719298245,0.39985380116959063
0.5476190476190477,0.6026942355889724,0.3072577276524645
0.49523809523809526,0.44897243107769425,0.5006578947368421
0.4714285714285714,0.4103132832080201,0.5021512113617377
0.5059523809523809,0.43583959899749375,0.5364974937343359
0.5166666666666667,0.4068922305764411,0.4939118629908103
0.49642857142857144,0.39609022556390977,0.5410087719298246
0.5452380952380953,0.4757894736842105,0.5638157894736843
0.4738095238095238,0.3383208020050125,0.5131370091896408
0.47857142857142854,0.40741854636591474,0.4611737677527151
0.45714285714285713,0.4362030075187969,0.3915100250626566
0.4511904761904762,0.38531328320802005,0.47043650793650793
0.3797619047619048,0.46689223057644114,0.48883667502088557
0.511904761904762,0.5154260651629073,0.45666248955722644
0.47142857142857136,0.4724185463659148,0.42878028404344193
0.4976190476190476,0.4852130325814536,0.3105054302422724
0.5142857142857142,0.5052631578947369,0.36811821219715957
0.536904761904762,0.48011278195488716,0.4342209690893902
0.41547619047619044,0.30897243107769423,0.37322472848788635
0.45357142857142857,0.4415664160401002,0.4189327485380117
0.4678571428571428,0.42234335839599,0.5282894736842106
0.4904761904761905,0.5046616541353384,0.2588868003341688
0.5142857142857143,0.481077694235589,0.3196324143692565
0.6333333333333334,0.46884711779448623,0.5188074352548038
0.5821428571428571,0.3231203007518797,0.5900898078529657
0.5940476190476189,0.445827067669173,0.5396303258145363
