Holmes,McCarthy
0.493956043956044,0.4183150183150183
0.5622710622710623,0.4335164835164836
0.5450549450549451,0.5593406593406594
0.6518315018315018,0.5509157509157508
0.6543956043956045,0.6556776556776557
0.5880952380952381,0.5283882783882783
0.4884615384615385,0.4582417582417582
0.5025641025641026,0.42106227106227107
0.5421245421245422,0.5360805860805861
0.4604395604395604,0.47161172161172155
0.5998168498168498,0.5173992673992673
0.5282051282051283,0.4747252747252747
0.3888278388278389,0.4157509157509157
0.4293040293040294,0.39761904761904765
0.41025641025641024,0.45879120879120877
0.44560439560439563,0.47619047619047616
0.402930402930403,0.434065934065934
0.46886446886446886,0.4245421245421245
0.5408424908424909,0.5976190476190476
0.5851648351648351,0.5084249084249084
0.5065934065934067,0.42142857142857143
0.5884615384615385,0.560989010989011
0.550915750915751,0.5036630036630036
0.49523809523809526,0.5069597069597069
0.382967032967033,0.42637362637362636
0.4186813186813187,0.4001831501831502
0.40989010989010993,0.40201465201465203
0.5269230769230769,0.4771062271062271
0.47637362637362635,0.4970695970695971
0.43589743589743585,0.4258241758241758
0.4598901098901099,0.3565934065934066
0.5124542124542124,0.5172161172161173
0.6401098901098901,0.5377289377289378
0.580952380952381,0.6164835164835164
0.6205128205128205,0.5401098901098902
0.6192307692307693,0.6512820512820513
0.48992673992673996,0.4282051282051282
0.42032967032967045,0.44542124542124534
0.454029304029304,0.28882783882783886
0.4510989010989011,0.4697802197802197
0.4617216117216117,0.4798534798534798
0.502930402930403,0.4551282051282051
0.5906593406593407,0.5637362637362637
0.4062271062271062,0.465018315018315
0.4523809523809524,0.46831501831501826
0.6593406593406594,0.5628205128205128
0.5672161172161172,0.5904761904761905
0.558974358974359,0.5666666666666667
0.5628205128205128,0.5756410256410256
0.4217948717948718,0.5038461538461538
0.42326007326007326,0.44120879120879125
0.510989010989011,0.4120879120879121
0.5406593406593407,0.5131868131868131
0.4945054945054945,0.5247252747252749
0.3941391941391942,0.4313186813186813
0.4597069597069597,0.5338827838827838
0.46648351648351644,0.4745421245421245
0.46575091575091576,0.4798534798534799
0.41611721611721614,0.41923076923076924
0.44835164835164837,0.4871794871794871
0.4250915750915751,0.467032967032967
0.40073260073260075,0.3653846153846154
0.4080586080586081,0.3902930402930403
0.31336996336996337,0.4353479853479854
0.5360805860805861,0.415018315018315
0.43406593406593413,0.46483516483516485
0.3785714285714286,0.3496336996336996
0.47875457875457883,0.5313186813186813
0.478937728937729,0.5619047619047619
0.5796703296703297,0.5384615384615384
0.5884615384615385,0.632051282051282
0.6142857142857142,0.6217948717948717
0.5776556776556777,0.49926739926739916
0.5571428571428572,0.5415750915750916
0.5631868131868133,0.6027472527472527
0.7353479853479855,0.7065934065934065
0.648901098901099,0.6562271062271062
0.5875457875457876,0.5996336996336996
0.49120879120879113,0.4032967032967032
0.4666666666666667,0.4446886446886447
0.5736263736263737,0.5633699633699634
0.46300366300366314,0.4575091575091575
0.40384615384615385,0.378021978021978
0.421978021978022,0.3862637362637363
0.45970695970695974,0.38717948717948714
0.42234432234432234,0.5256410256410257
0.5965201465201465,0.6064102564102564
0.5580586080586081,0.552014652014652
0.47747252747252755,0.4467032967032967
0.36611721611721615,0.3802197802197802
0.3217948717948718,0.3282051282051282
0.3434065934065934,0.4481684981684982
0.49212454212454215,0.41849816849816845
0.44322344322344326,0.41117216117216115
0.441941391941392,0.48699633699633693
0.44450549450549454,0.42527472527472526
0.44853479853479855,0.5091575091575091
0.5456043956043957,0.4913919413919414
0.49633699633699635,0.5012820512820513
0.4833333333333333,0.541025641025641
0.5510989010989011,0.5439560439560439
0.4895604395604396,0.5131868131868131
0.6056776556776557,0.5078754578754578
0.43369963369963366,0.4108058608058608
0.48901098901098905,0.43260073260073256
0.6146520146520147,0.636080586080586
0.47655677655677653,0.5060439560439559
0.44010989010989016,0.39761904761904765
0.4034798534798535,0.32032967032967036
0.43369963369963366,0.39981684981684984
0.36520146520146524,0.5144688644688644
0.4884615384615385,0.45586080586080585
0.5432234432234433,0.5086080586080586
0.5417582417582418,0.6021978021978021
0.6102564102564103,0.6335164835164835
0.6062271062271062,0.6047619047619047
0.484065934065934,0.5395604395604396
0.4426739926739927,0.5483516483516484
0.5990842490842491,0.5098901098901099
0.4177655677655678,0.4362637362637362
0.4097069597069597,0.4635531135531135
0.46923076923076923,0.48809523809523814
0.4653846153846154,0.49615384615384617
0.5783882783882784,0.5344322344322344
0.5924908424908425,0.5908424908424909
0.5866300366300367,0.6093406593406594
0.53003663003663,0.5536630036630037
0.4793040293040294,0.5474358974358975
0.43699633699633705,0.44249084249084253
0.4478021978021978,0.5045787545787546
0.4694139194139194,0.4293040293040292
0.3582417582417583,0.4269230769230769
0.34395604395604396,0.35
0.4492673992673993,0.5307692307692308
0.5675824175824176,0.5659340659340659
0.4917582417582417,0.5705128205128205
0.37435897435897436,0.3184981684981685
0.3844322344322345,0.39395604395604394
0.37362637362637374,0.32857142857142857
0.4461538461538462,0.47527472527472536
0.4853479853479854,0.48608058608058613
0.4771062271062271,0.4397435897435897
0.3917582417582418,0.521978021978022
0.4749084249084249,0.5086080586080586
0.43095238095238103,0.39688644688644686
0.3798534798534799,0.4064102564102564
0.4580586080586081,0.4937728937728937
0.3736263736263737,0.3663003663003663
0.36776556776556785,0.3611721611721611
0.18241758241758244,0.2523809523809524
0.29413919413919415,0.29981684981684975
0.5236263736263737,0.4734432234432234
0.4194139194139194,0.49945054945054945
0.35,0.443956043956044
0.49194139194139197,0.4353479853479853
0.5501831501831502,0.5001831501831502
0.674908424908425,0.6324175824175824
0.6163003663003662,0.5858974358974359
0.48772893772893766,0.5619047619047619
0.5602564102564103,0.5406593406593406
0.5842490842490843,0.6234432234432234
