Doctor,Holmes,Watson
0.3813670643082408,0.5321843565730142,0.47038908246225325
0.4988420403126286,0.5669992195629553,0.49921022067363535
0.5127121897710133,0.5640606573014222,0.4945876887340302
0.47708693267516794,0.5514962712452307,0.5001858304297329
0.5160420951597422,0.5723703607353452,0.5566550522648084
0.45429384341149043,0.5036259972251128,0.5313937282229965
0.5462340600575895,0.46221123829344435,0.5131126596980256
0.5506101741395859,0.4800986385709331,0.530801393728223
0.5412655971479501,0.5057466181061394,0.4770789779326364
0.49943164678458807,0.5158584807492195,0.5145934959349593
0.5030961195667079,0.5012161810613944,0.4636933797909408
0.5741834635952283,0.49783775580992023,0.46520325203252033
0.5929754559166324,0.448593479014915,0.45296167247386754
0.6275332510626628,0.4797168747832119,0.4488095238095237
0.6199636637871933,0.5828418747832119,0.5572590011614402
0.5902584670231729,0.549418140825529,0.5490011614401857
0.5975524475524476,0.5558201092611863,0.4685365853658537
0.5693589743589744,0.5097313995837669,0.44639953542392574
0.47689222542163723,0.4739962712452307,0.46422764227642277
0.5800102838338133,0.4730441380506417,0.4740882694541231
0.5371904566022213,0.44488011619840445,0.4852787456445992
0.5352838338132455,0.480923083593479,0.4949303135888502
0.5158494446729741,0.5064941033645509,0.43972125435540066
0.5573111202522968,0.5511288154699965,0.49277584204413466
0.5640141231317701,0.5473499826569546,0.4986120789779326
0.52715069244481,0.560496878251821,0.4706968641114983
0.4586267653914713,0.5548378425251475,0.44454123112659694
0.5536706430824079,0.5320378078390565,0.42415795586527294
0.5719731249143014,0.537969562955255,0.4239488966318235
0.5647819827231592,0.48408688865764826,0.4966260162601627
0.5117509941039353,0.49131221817551163,0.43602787456445996
0.5482901412313177,0.5222964360041623,0.5207723577235772
0.47948923625394213,0.5600472597988206,0.49372241579558657
0.48041341011929245,0.5167785293097468,0.5095993031358885
0.5854435760318115,0.5384167967395075,0.454506387921022
0.4958473879062114,0.485638224072147,0.4581707317073171
0.4239160839160839,0.4743635102323968,0.4381881533101046
0.47048745372274786,0.47046652792230315,0.45874564459930306
0.45888523241464424,0.47317616198404433,0.4507026713124274
0.4925579322638146,0.5330417533818939,0.5357781649245064
0.4960503222267928,0.4816087842525148,0.46965737514518
0.5006718771424654,0.4668346774193548,0.5022067363530778
0.4828863293569176,0.5210923950745749,0.5332636469221835
0.4398519127930893,0.4826125130072841,0.47595238095238096
0.4272836966954614,0.5298601716961497,0.4548373983739838
0.5701631701631701,0.5136431234824835,0.4583507549361207
0.48781982723159195,0.5146860908775581,0.4182346109175377
0.5301837378307966,0.5440324748525841,0.48238095238095247
0.4607623748800219,0.5240084113770378,0.4869802555168408
0.4452742355683532,0.5757949618453001,0.4838443670150987
0.47186617304264367,0.48172433229275063,0.4488037166085947
0.45765871383518447,0.5199828737426292,0.49799070847851323
0.5111188811188812,0.5763421349288935,0.4949477351916377
0.4876511723570548,0.5729355272285813,0.5627642276422764
0.3840833676127794,0.575722771418661,0.5040301974448316
0.45003976415741126,0.5534285032951786,0.4808420441347271
0.44754147812971345,0.47993322927506077,0.46355400696864113
0.5589681886740709,0.5093387963926466,0.5190360046457607
0.550216646098999,0.5700940860215054,0.5615331010452962
0.5199670917317977,0.5005666840097123,0.5243321718931475
0.5481509666803783,0.4905781737773153,0.4448083623693379
0.5915782256958728,0.5154539542143601,0.4008304297328687
0.5698231180584121,0.4689071713492889,0.41106852497096397
0.5136061977238449,0.4975992889351371,0.42680023228803715
0.5392047168517757,0.5334820499479709,0.4681416957026713
0.5669203345673934,0.5334300208116545,0.4645586527293844
0.5937549705196765,0.5075084547346513,0.536335656213705
0.5647463320992733,0.5237597554630593,0.5099186991869918
0.49624502948032345,0.4782466181061394,0.44331010452961667
0.5481612505141917,0.42657127991675337,0.46946573751451803
0.5259337721102427,0.5259569025320846,0.5177177700348432
0.46540038392979566,0.5236129899410337,0.550801393728223
0.42689976689976694,0.4428271331945889,0.49761324041811844
0.3387707390648567,0.48395226326742974,0.5107259001161439
0.470791169614699,0.5375331685744017,0.48396051103368176
0.48759906759906757,0.5762823014221297,0.5374622531939603
0.4839702454408338,0.5749228234477973,0.5715505226480836
0.5103599341834636,0.4775561481096081,0.4573228803716608
0.49488207870560813,0.4848976760319112,0.488664343786295
0.57736802413273,0.5414238640305238,0.4504819976771196
0.5679638009049773,0.5414370881026709,0.4619918699186991
0.533223639105992,0.48573816337148806,0.46654471544715453
0.528721376662553,0.5428466441207076,0.5761091753774681
0.4665137803373097,0.513594562955255,0.5459291521486643
0.44788153023447136,0.5448612556364897,0.4973286875725901
0.4687076648841355,0.5702790062434964,0.5255400696864111
0.46131084601672845,0.5664173603884842,0.5130313588850174
0.48496846290963935,0.5383216267776623,0.49325203252032523
0.3619690113807761,0.46761446409989593,0.5205516840882695
0.3806554230083642,0.5455480402358655,0.47388501742160277
0.4838029617441382,0.5745564516129031,0.513548199767712
0.4529432332373509,0.4709415105792577,0.4812311265969802
0.4327601809954751,0.399005809920222,0.39004065040650404
0.473416975181681,0.4301860041623309,0.46359465737514516
0.42609214315096666,0.5067098074921956,0.46846109175377465
0.42909639380227615,0.5928206295525495,0.5047154471544715
0.4823783079665433,0.5370612209503988,0.5357200929152149
0.44899286987522286,0.4940381113423517,0.533896631823461
0.4843767996709173,0.49312044745057226,0.5186817653890825
0.5339208830385301,0.5892793964620188,0.5316550522648085
0.5449636637871931,0.5359256850502948,0.5042915214866435
0.4795619086795558,0.44018405306971903,0.4360859465737514
0.5336658439599617,0.4491876951092612,0.42265389082462257
0.5792691622103388,0.52943201526188,0.4694889663182346
0.5484101192924722,0.5524889438085328,0.5071602787456446
0.513546551487728,0.4880907474852584,0.5006387921022067
0.5464459070341424,0.5394857787027402,0.5103600464576075
0.4755635540929658,0.5118056278182449,0.5447154471544715
0.46709858768682305,0.5205716701352758,0.5377932636469223
0.4805032222679282,0.48568049774540406,0.532293844367015
0.498698752228164,0.5090851543531045,0.5169976771196284
0.519367887014946,0.5135303936871314,0.444157955865273
0.5259893048128342,0.5556757284079085,0.5457084785133566
0.5369525572466749,0.5566484564689559,0.516074332171893
0.4880309886192239,0.5585592265001735,0.45393147502903597
0.5883724119018237,0.5199340964273327,0.408815331010453
0.5895694501576856,0.5516439039195282,0.5031997677119627
0.5505416152474976,0.545908342004856,0.5842102206736353
0.5302228163992869,0.5413293444328824,0.4735714285714286
0.5842163718634307,0.5479574228234478,0.5182926829268293
0.6615158371040725,0.6068312088102671,0.5353600464576075
0.6299348690525162,0.5574375650364204,0.528281068524971
0.599618812559989,0.569204171002428,0.5723751451800233
0.5132915124091595,0.5839240808185917,0.5945180023228803
0.4911394487865076,0.49323122615331255,0.4846109175377468
0.4719271904566022,0.5423501994450226,0.5970441347270616
0.4734834773070068,0.5326196670135276,0.5653658536585366
0.45352735499794317,0.6138679327089837,0.5849012775842044
0.5351631701631702,0.633650927852931,0.6501451800232289
0.5459008638420403,0.5642282344779742,0.6016202090592335
0.5300774715480597,0.5639268990634756,0.4982636469221835
0.46113327848621966,0.4821919441553938,0.46223577235772356
0.48686000274235564,0.5048948577870274,0.5451451800232288
0.41906005758946935,0.5512940079778008,0.5921893147502904
0.44729398052927466,0.5547563302115852,0.5601393728222996
0.36611956670780205,0.484374566423864,0.49594076655052266
0.44525778143425204,0.4965120967741936,0.5641521486643437
0.48957493486905246,0.5188031130766563,0.5317479674796748
0.46370012340600575,0.5114958376690947,0.5536585365853658
0.4476367749897161,0.5655740548040236,0.5434668989547038
0.46217057452351573,0.5875669875130074,0.560156794425087
0.32191210750034277,0.5395512486992716,0.5853774680603949
0.34465994789524207,0.5598202826916407,0.5187166085946574
0.4114040861099685,0.5185421002428026,0.4999709639953542
0.44222816399286985,0.5208058012486994,0.5116144018583043
0.522239133415604,0.541378988900451,0.5122241579558653
0.5157095845331139,0.5540727974332293,0.586335656213705
0.48617441382147264,0.46860822060353796,0.5624099883855982
0.54298916769505,0.5610488206729102,0.5300580720092916
0.599812834224599,0.5605033818938605,0.5678281068524971
0.527972027972028,0.5063169875130074,0.5598257839721255
0.5095502536679007,0.5029311914672216,0.5440301974448316
0.48596462361168247,0.5352074661810614,0.5360394889663183
0.44558412176059237,0.46095278355879293,0.4896922183507549
0.41484368572603875,0.5240797346514048,0.5031416957026712
0.4355258467023173,0.4702998178980229,0.5075145180023228
0.4693644590703415,0.4859467134928893,0.44833333333333336
0.512638146167558,0.5299392993409643,0.4615098722415795
0.5324132730015083,0.48383953347207775,0.5102148664343786
0.5370464829288359,0.5840719302809574,0.5234436701509873
0.5191258741258741,0.575198361082206,0.6292218350754937
0.5308953791306733,0.579190079778009,0.5803948896631823
0.48436583024818314,0.5839602844259453,0.5705226480836237
0.46879542026600857,0.5124911116892126,0.5106039488966319
0.48621554915672566,0.46901231356226153,0.4697560975609757
0.468622651857946,0.5384690426638918,0.47452961672473865
0.5393096119566708,0.5390196843565731,0.5402787456445993
0.5441635815165227,0.5880463059313216,0.47375145180023226
0.5733799533799534,0.544973551855706,0.4779442508710801
0.5685417523652818,0.5141553936871315,0.4771660859465737
0.5671287535993419,0.5434315383281304,0.5586120789779326
0.52971273824215,0.5473129118973292,0.5278861788617886
0.5238701494583846,0.48063930801248694,0.49696283391405344
0.6371781160016454,0.5273766475893167,0.5293437862950058
0.6110105580693815,0.5559543010752688,0.49170731707317084
0.6288584944467297,0.6128247485258411,0.4770731707317073
0.5440552584670232,0.5892982570239333,0.49349012775842044
0.4637549705196764,0.6173653746097815,0.5363821138211382
0.5514582476347183,0.537926855705862,0.46289198606271775
0.5393932538050186,0.5537588883107873,0.47783391405342623
0.5706108597285068,0.5557470516822753,0.45912311265969796
0.5987152063622652,0.5175240634755462,0.6161149825783973
0.5846030440148088,0.503606269510926,0.5935249709639953
0.4775702728643905,0.466632630939993,0.5558188153310104
0.40908473879062124,0.4825140912244191,0.449849012775842
0.4688845468257233,0.5001621574748526,0.4610917537746806
